region_code,sido,sigungu,gu,eupmyeondong,level,region_name,total_population,elderly_65_plus,elderly_65_ratio,elderly_75_plus,elderly_75_ratio,elderly_85_plus,elderly_85_ratio,child_0_14,child_0_14_ratio,working_15_64,working_15_64_ratio,aging_index,pop_0_9,ratio_0_9,pop_10_19,ratio_10_19,pop_20_29,ratio_20_29,pop_30_39,ratio_30_39,pop_40_49,ratio_40_49,pop_50_59,ratio_50_59,pop_60_69,ratio_60_69,pop_70_79,ratio_70_79,pop_80_plus,ratio_80_plus,farmer_ratio,solitary_elderly,base_year
4719061000,경상북도,구미시,,비산동,eupmyeondong,비산동,13418,1341,9.99,347,2.59,78,0.58,1934,14.41,10143,75.59,69.3,1238,9.23,1275,9.5,1371,10.22,2580,19.23,2341,17.45,2307,17.19,1662,12.39,449,3.35,195,1.45,0.02,335,2026
4719062100,경상북도,구미시,,공단1동,eupmyeondong,공단동,3980,397,9.97,80,2.01,9,0.23,504,12.66,3079,77.36,78.8,293,7.36,336,8.44,498,12.51,811,20.38,731,18.37,652,16.38,477,11.98,153,3.84,29,0.73,0.0199,99,2026
4719062200,경상북도,구미시,,공단2동,eupmyeondong,공단동,3980,397,9.97,80,2.01,9,0.23,504,12.66,3079,77.36,78.8,293,7.36,336,8.44,498,12.51,811,20.38,731,18.37,652,16.38,477,11.98,153,3.84,29,0.73,0.0199,99,2026
4719063000,경상북도,구미시,,광평동,eupmyeondong,광평동,3923,691,17.61,239,6.09,51,1.3,279,7.11,2953,75.27,247.7,134,3.42,315,8.03,513,13.08,510,13.0,634,16.16,772,19.68,631,16.08,285,7.26,129,3.29,0.0352,172,2026
4719064500,경상북도,구미시,,상모사곡동,eupmyeondong,상모사곡동,29726,3020,10.16,862,2.9,236,0.79,3314,11.15,23392,78.69,91.1,1713,5.76,3309,11.13,3810,12.82,4065,13.67,4903,16.49,6610,22.24,3757,12.64,1100,3.7,459,1.54,0.0203,755,2026
4719066000,경상북도,구미시,,임오동,eupmyeondong,임오동,16506,1658,10.04,460,2.79,123,0.75,2194,13.29,12654,76.66,75.6,1037,6.28,2249,13.63,1639,9.93,2058,12.47,3241,19.64,3411,20.67,2032,12.31,589,3.57,250,1.51,0.0201,414,2026
4719067000,경상북도,구미시,,인동동,eupmyeondong,인동동,46230,5085,11.0,1587,3.43,394,0.85,5066,10.96,36079,78.04,100.4,2467,5.34,5514,11.93,5397,11.67,7365,15.93,9277,20.07,8211,17.76,5182,11.21,1939,4.19,878,1.9,0.022,1271,2026
4719068000,경상북도,구미시,,진미동,eupmyeondong,진미동,16022,1188,7.41,359,2.24,86,0.54,909,5.67,13925,86.91,130.7,488,3.05,991,6.19,2816,17.58,4482,27.97,3158,19.71,2172,13.56,1240,7.74,484,3.02,191,1.19,0.0148,297,2026
4719069000,경상북도,구미시,,양포동,eupmyeondong,양포동,47915,3047,6.36,998,2.08,279,0.58,7929,16.55,36939,77.09,38.4,4138,8.64,7356,15.35,6299,13.15,7113,14.85,10282,21.46,7618,15.9,3386,7.07,1167,2.44,556,1.16,0.0127,761,2026
4719070000,경상북도,구미시,,공단동,eupmyeondong,공단동,3980,397,9.97,80,2.01,9,0.23,504,12.66,3079,77.36,78.8,293,7.36,336,8.44,498,12.51,811,20.38,731,18.37,652,16.38,477,11.98,153,3.84,29,0.73,0.0199,99,2026
4721000000,경상북도,영주시,,,sigungu,영주시,96345,33315,34.58,14828,15.39,4642,4.82,7584,7.87,55446,57.55,439.3,3932,4.08,8421,8.74,7511,7.8,7400,7.68,10697,11.1,16315,16.93,18936,19.65,14206,14.74,8927,9.27,0.0692,8328,2026
4721025000,경상북도,영주시,,풍기읍,eupmyeondong,풍기읍,9874,4112,41.64,1828,18.51,587,5.94,560,5.67,5202,52.68,734.3,276,2.8,895,9.06,661,6.69,555,5.62,850,8.61,1525,15.44,2261,22.9,1742,17.64,1109,11.23,0.1666,1028,2026
4721031000,경상북도,영주시,,이산면,eupmyeondong,이산면,2078,1059,50.96,472,22.71,194,9.34,56,2.69,963,46.34,1891.1,25,1.2,78,3.75,81,3.9,98,4.72,121,5.82,330,15.88,644,30.99,387,18.62,314,15.11,0.3822,264,2026
4721032000,경상북도,영주시,,평은면,eupmyeondong,평은면,1320,767,58.11,397,30.08,154,11.67,25,1.89,528,40.0,3068.0,13,0.98,39,2.95,29,2.2,41,3.11,70,5.3,197,14.92,361,27.35,317,24.02,253,19.17,0.4358,191,2026
4721033000,경상북도,영주시,,문수면,eupmyeondong,문수면,1818,953,52.42,444,24.42,167,9.19,62,3.41,803,44.17,1537.1,41,2.26,59,3.25,67,3.69,99,5.45,106,5.83,278,15.29,501,27.56,353,19.42,314,17.27,0.3931,238,2026
4721034000,경상북도,영주시,,장수면,eupmyeondong,장수면,1947,1051,53.98,511,26.25,197,10.12,60,3.08,836,42.94,1751.7,33,1.69,63,3.24,95,4.88,105,5.39,128,6.57,248,12.74,511,26.25,415,21.31,349,17.93,0.4048,262,2026
4721035000,경상북도,영주시,,안정면,eupmyeondong,안정면,2715,1511,55.65,754,27.77,288,10.61,95,3.5,1109,40.85,1590.5,51,1.88,90,3.31,96,3.54,124,4.57,164,6.04,393,14.48,691,25.45,607,22.36,499,18.38,0.4174,377,2026
4721036000,경상북도,영주시,,봉현면,eupmyeondong,봉현면,2436,1237,50.78,514,21.1,164,6.73,90,3.69,1109,45.53,1374.4,41,1.68,98,4.02,97,3.98,133,5.46,182,7.47,353,14.49,692,28.41,540,22.17,300,12.32,0.3809,309,2026
4721037000,경상북도,영주시,,순흥면,eupmyeondong,순흥면,1804,1035,57.37,450,24.94,153,8.48,37,2.05,732,40.58,2797.3,15,0.83,47,2.61,76,4.21,63,3.49,86,4.77,250,13.86,551,30.54,435,24.11,281,15.58,0.4303,258,2026
4721038000,경상북도,영주시,,단산면,eupmyeondong,단산면,1672,967,57.83,470,28.11,174,10.41,29,1.73,676,40.43,3334.5,12,0.72,41,2.45,58,3.47,70,4.19,79,4.72,215,12.86,495,29.61,413,24.7,289,17.28,0.4337,241,2026
4721039000,경상북도,영주시,,부석면,eupmyeondong,부석면,2692,1569,58.28,714,26.52,241,8.95,68,2.53,1055,39.19,2307.4,36,1.34,72,2.67,82,3.05,89,3.31,154,5.72,361,13.41,803,29.83,656,24.37,439,16.31,0.4371,392,2026
4721051000,경상북도,영주시,,상망동,eupmyeondong,상망동,6740,2133,31.65,952,14.12,275,4.08,521,7.73,4086,60.62,409.4,247,3.66,662,9.82,530,7.86,437,6.48,736,10.92,1389,20.61,1222,18.13,937,13.9,580,8.61,0.0633,533,2026
4721052500,경상북도,영주시,,하망동,eupmyeondong,하망동,5611,1877,33.45,884,15.75,260,4.63,437,7.79,3297,58.76,429.5,199,3.55,694,12.37,374,6.67,350,6.24,614,10.94,1025,18.27,1004,17.89,827,14.74,524,9.34,0.0669,469,2026
4721055000,경상북도,영주시,,영주1동,eupmyeondong,영주1동,3352,1472,43.91,684,20.41,183,5.46,174,5.19,1706,50.89,846.0,91,2.71,183,5.46,217,6.47,211,6.29,328,9.79,558,16.65,707,21.09,648,19.33,409,12.2,0.0878,368,2026
4721056000,경상북도,영주시,,영주2동,eupmyeondong,영주2동,4333,1943,44.84,899,20.75,254,5.86,220,5.08,2170,50.08,883.2,107,2.47,253,5.84,239,5.52,246,5.68,429,9.9,682,15.74,985,22.73,863,19.92,529,12.21,0.0897,485,2026
4721059000,경상북도,영주시,,휴천1동,eupmyeondong,휴천1동,6886,1581,22.96,698,10.14,194,2.82,799,11.6,4506,65.44,197.9,462,6.71,919,13.35,591,8.58,687,9.98,885,12.85,1259,18.28,961,13.96,747,10.85,375,5.45,0.0459,395,2026
4721060000,경상북도,영주시,,휴천2동,eupmyeondong,휴천2동,9544,3248,34.03,1479,15.5,389,4.08,619,6.49,5677,59.48,524.7,318,3.33,752,7.88,1028,10.77,750,7.86,998,10.46,1562,16.37,1876,19.66,1430,14.98,830,8.7,0.0681,812,2026
4721061000,경상북도,영주시,,휴천3동,eupmyeondong,휴천3동,6752,2300,34.06,918,13.6,249,3.69,448,6.64,4004,59.3,513.4,219,3.24,492,7.29,536,7.94,537,7.95,728,10.78,1261,18.68,1461,21.64,1005,14.88,513,7.6,0.0681,575,2026
4721062000,경상북도,영주시,,가흥1동,eupmyeondong,가흥1동,14886,2220,14.91,811,5.45,219,1.47,2144,14.4,10522,70.68,103.5,1133,7.61,1957,13.15,1692,11.37,1742,11.7,2612,17.55,2642,17.75,1750,11.76,924,6.21,434,2.92,0.0298,555,2026
4721063000,경상북도,영주시,,가흥2동,eupmyeondong,가흥2동,9885,2280,23.07,949,9.6,300,3.03,1140,11.53,6465,65.4,200.0,613,6.2,1027,10.39,962,9.73,1063,10.75,1427,14.44,1787,18.08,1460,14.77,960,9.71,586,5.93,0.0461,570,2026
4723000000,경상북도,영천시,,,sigungu,영천시,93847,34718,36.99,15416,16.43,4454,4.75,6666,7.1,52463,55.9,520.8,3945,4.2,5997,6.39,5872,6.26,7586,8.08,9802,10.44,16101,17.16,20636,21.99,14949,15.93,8959,9.55,0.074,8679,2026
4723025000,경상북도,영천시,,금호읍,eupmyeondong,금호읍,9757,4182,42.86,1882,19.29,525,5.38,393,4.03,5182,53.11,1064.1,254,2.6,348,3.57,498,5.1,625,6.41,828,8.49,1783,18.27,2520,25.83,1786,18.3,1115,11.43,0.1714,1045,2026
4723031000,경상북도,영천시,,청통면,eupmyeondong,청통면,3740,1899,50.78,854,22.83,263,7.03,133,3.56,1708,45.67,1427.8,93,2.49,90,2.41,153,4.09,196,5.24,275,7.35,582,15.56,1011,27.03,838,22.41,502,13.42,0.3809,474,2026
4723032000,경상북도,영천시,,신녕면,eupmyeondong,신녕면,3446,1791,51.97,853,24.75,254,7.37,98,2.84,1557,45.18,1827.6,60,1.74,222,6.44,110,3.19,148,4.29,215,6.24,509,14.77,876,25.42,784,22.75,522,15.15,0.3898,447,2026
4723033000,경상북도,영천시,,화산면,eupmyeondong,화산면,2844,1563,54.96,789,27.74,253,8.9,71,2.5,1210,42.55,2201.4,54,1.9,72,2.53,84,2.95,123,4.32,176,6.19,417,14.66,760,26.72,655,23.03,503,17.69,0.4122,390,2026
4723034000,경상북도,영천시,,화북면,eupmyeondong,화북면,2125,1168,54.96,509,23.95,166,7.81,76,3.58,881,41.46,1536.8,22,1.04,95,4.47,47,2.21,60,2.82,98,4.61,324,15.25,695,32.71,500,23.53,284,13.36,0.4122,292,2026
4723035000,경상북도,영천시,,화남면,eupmyeondong,화남면,3104,1635,52.67,746,24.03,223,7.18,120,3.87,1349,43.46,1362.5,72,2.32,116,3.74,89,2.87,142,4.57,191,6.15,456,14.69,913,29.41,711,22.91,414,13.34,0.395,408,2026
4723036000,경상북도,영천시,,자양면,eupmyeondong,자양면,1219,638,52.34,290,23.79,91,7.47,27,2.21,554,45.45,2363.0,16,1.31,39,3.2,36,2.95,51,4.18,63,5.17,178,14.6,431,35.36,218,17.88,187,15.34,0.3926,159,2026
4723037000,경상북도,영천시,,임고면,eupmyeondong,임고면,3919,2139,54.58,1055,26.92,303,7.73,123,3.14,1657,42.28,1739.0,78,1.99,103,2.63,127,3.24,172,4.39,251,6.4,614,15.67,1019,26.0,939,23.96,616,15.72,0.4093,534,2026
4723038000,경상북도,영천시,,고경면,eupmyeondong,고경면,5252,2390,45.51,1095,20.85,325,6.19,262,4.99,2600,49.5,912.2,171,3.26,200,3.81,401,7.64,377,7.18,417,7.94,699,13.31,1275,24.28,1049,19.97,663,12.62,0.3413,597,2026
4723039000,경상북도,영천시,,북안면,eupmyeondong,북안면,4092,2244,54.84,1089,26.61,349,8.53,77,1.88,1771,43.28,2914.3,48,1.17,81,1.98,155,3.79,191,4.67,253,6.18,618,15.1,1127,27.54,942,23.02,677,16.54,0.4113,561,2026
4723040000,경상북도,영천시,,대창면,eupmyeondong,대창면,2830,1485,52.47,629,22.23,180,6.36,91,3.22,1254,44.31,1631.9,60,2.12,74,2.61,89,3.14,142,5.02,184,6.5,451,15.94,796,28.13,688,24.31,346,12.23,0.3935,371,2026
4723051000,경상북도,영천시,,동부동,eupmyeondong,동부동,25230,6029,23.9,2284,9.05,596,2.36,2606,10.33,16595,65.77,231.4,1418,5.62,2473,9.8,2075,8.22,2557,10.13,3550,14.07,4878,19.33,4463,17.69,2614,10.36,1202,4.76,0.0478,1507,2026
4723052000,경상북도,영천시,,중앙동,eupmyeondong,중앙동,8694,2268,26.09,960,11.04,256,2.94,904,10.4,5522,63.52,250.9,501,5.76,829,9.54,775,8.91,949,10.92,1130,13.0,1507,17.33,1508,17.35,966,11.11,529,6.08,0.0522,567,2026
4723053500,경상북도,영천시,,서부동,eupmyeondong,서부동,4190,1715,40.93,795,18.97,225,5.37,156,3.72,2319,55.35,1099.4,81,1.93,207,4.94,320,7.64,290,6.92,361,8.62,750,17.9,967,23.08,721,17.21,493,11.77,0.0819,428,2026
4723054000,경상북도,영천시,,완산동,eupmyeondong,완산동,9716,2213,22.78,948,9.76,252,2.59,1274,13.11,6229,64.11,173.7,866,8.91,840,8.65,714,7.35,1251,12.88,1393,14.34,1683,17.32,1479,15.22,965,9.93,525,5.4,0.0456,553,2026
4723055500,경상북도,영천시,,남부동,eupmyeondong,남부동,3689,1359,36.84,638,17.29,193,5.23,255,6.91,2075,56.25,532.9,151,4.09,208,5.64,199,5.39,312,8.46,417,11.3,652,17.67,796,21.58,573,15.53,381,10.33,0.0737,339,2026
4725000000,경상북도,상주시,,,sigungu,상주시,89070,35252,39.58,16412,18.43,5617,6.31,6248,7.01,47570,53.41,564.2,3271,3.67,6754,7.58,5694,6.39,5823,6.54,8950,10.05,14256,16.01,19689,22.11,14410,16.18,10223,11.48,0.0792,8813,2026
4725025000,경상북도,상주시,,함창읍,eupmyeondong,함창읍,5886,2631,44.7,1270,21.58,447,7.59,339,5.76,2916,49.54,776.1,184,3.13,434,7.37,261,4.43,335,5.69,600,10.19,857,14.56,1336,22.7,1070,18.18,809,13.74,0.1788,657,2026
4725031000,경상북도,상주시,,중동면,eupmyeondong,중동면,1265,706,55.81,370,29.25,123,9.72,39,3.08,520,41.11,1810.3,23,1.82,48,3.79,32,2.53,45,3.56,77,6.09,179,14.15,331,26.17,305,24.11,225,17.79,0.4186,176,2026
4725032000,경상북도,상주시,,사벌면,eupmyeondong,사벌국면,3558,1891,53.15,969,27.23,397,11.16,134,3.77,1533,43.09,1411.2,68,1.91,132,3.71,152,4.27,183,5.14,261,7.34,469,13.18,917,25.77,712,20.01,664,18.66,0.3986,472,2026
4725032500,경상북도,상주시,,사벌국면,eupmyeondong,사벌국면,3558,1891,53.15,969,27.23,397,11.16,134,3.77,1533,43.09,1411.2,68,1.91,132,3.71,152,4.27,183,5.14,261,7.34,469,13.18,917,25.77,712,20.01,664,18.66,0.3986,472,2026
4725033000,경상북도,상주시,,낙동면,eupmyeondong,낙동면,3613,1953,54.05,1026,28.4,419,11.6,139,3.85,1521,42.1,1405.0,66,1.83,157,4.35,109,3.02,138,3.82,189,5.23,515,14.25,1012,28.01,728,20.15,699,19.35,0.4054,488,2026
4725033500,경상북도,상주시,,낙동면동부출장소,eupmyeondong,상주시 낙동면동부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4725034000,경상북도,상주시,,청리면,eupmyeondong,청리면,2339,1303,55.71,673,28.77,270,11.54,82,3.51,954,40.79,1589.0,44,1.88,97,4.15,71,3.04,96,4.1,133,5.69,340,14.54,613,26.21,513,21.93,432,18.47,0.4178,325,2026
4725035000,경상북도,상주시,,공성면,eupmyeondong,공성면,3668,1994,54.36,976,26.61,328,8.94,114,3.11,1560,42.53,1749.1,41,1.12,279,7.61,98,2.67,125,3.41,253,6.9,464,12.65,963,26.25,847,23.09,598,16.3,0.4077,498,2026
4725036000,경상북도,상주시,,외남면,eupmyeondong,외남면,1474,812,55.09,415,28.15,165,11.19,51,3.46,611,41.45,1592.2,21,1.42,58,3.93,44,2.99,48,3.26,88,5.97,214,14.52,411,27.88,307,20.83,283,19.2,0.4132,203,2026
4725037000,경상북도,상주시,,내서면,eupmyeondong,내서면,1756,986,56.15,444,25.28,164,9.34,40,2.28,730,41.57,2465.0,18,1.03,49,2.79,42,2.39,64,3.64,99,5.64,239,13.61,584,33.26,365,20.79,296,16.86,0.4211,246,2026
4725038000,경상북도,상주시,,모동면,eupmyeondong,모동면,2417,1140,47.17,470,19.45,135,5.59,93,3.85,1184,48.99,1225.8,36,1.49,186,7.7,84,3.48,100,4.14,182,7.53,361,14.94,695,28.75,489,20.23,284,11.75,0.3538,285,2026
4725039000,경상북도,상주시,,모서면,eupmyeondong,모서면,2226,1172,52.65,524,23.54,199,8.94,71,3.19,983,44.16,1650.7,41,1.84,73,3.28,82,3.68,68,3.05,156,7.01,344,15.45,650,29.2,467,20.98,345,15.5,0.3949,293,2026
4725039500,경상북도,상주시,,모서면서부출장소,eupmyeondong,상주시 모서면서부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4725040000,경상북도,상주시,,화동면,eupmyeondong,화동면,1783,900,50.48,416,23.33,133,7.46,67,3.76,816,45.77,1343.3,39,2.19,84,4.71,65,3.65,80,4.49,124,6.95,256,14.36,527,29.56,348,19.52,260,14.58,0.3786,225,2026
4725041000,경상북도,상주시,,화서면,eupmyeondong,화서면,2683,1214,45.25,555,20.69,203,7.57,206,7.68,1263,47.07,589.3,120,4.47,164,6.11,96,3.58,142,5.29,212,7.9,405,15.1,695,25.9,485,18.08,364,13.57,0.3394,303,2026
4725042000,경상북도,상주시,,화북면,eupmyeondong,화북면,1402,717,51.14,316,22.54,116,8.27,42,3.0,643,45.86,1707.1,16,1.14,57,4.07,42,3.0,38,2.71,92,6.56,244,17.4,445,31.74,260,18.54,208,14.84,0.3835,179,2026
4725042600,경상북도,상주시,,화북면서부출장소,eupmyeondong,상주시 화북면서부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4725043000,경상북도,상주시,,외서면,eupmyeondong,외서면,2380,1269,53.32,624,26.22,216,9.08,87,3.66,1024,43.03,1458.6,33,1.39,112,4.71,70,2.94,80,3.36,163,6.85,368,15.46,650,27.31,525,22.06,379,15.92,0.3999,317,2026
4725044000,경상북도,상주시,,은척면,eupmyeondong,은척면,1437,867,60.33,467,32.5,183,12.73,45,3.13,525,36.53,1926.7,25,1.74,46,3.2,43,2.99,37,2.57,67,4.66,192,13.36,372,25.89,345,24.01,310,21.57,0.4525,216,2026
4725044500,경상북도,상주시,,은척면북부출장소,eupmyeondong,상주시 은척면북부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4725045000,경상북도,상주시,,공검면,eupmyeondong,공검면,1879,1133,60.3,580,30.87,223,11.87,30,1.6,716,38.11,3776.7,11,0.59,53,2.82,63,3.35,72,3.83,114,6.07,259,13.78,468,24.91,473,25.17,366,19.48,0.4522,283,2026
4725046000,경상북도,상주시,,이안면,eupmyeondong,이안면,1843,1032,56.0,576,31.25,214,11.61,68,3.69,743,40.31,1517.6,32,1.74,80,4.34,65,3.53,60,3.26,117,6.35,267,14.49,460,24.96,381,20.67,381,20.67,0.42,258,2026
4725047000,경상북도,상주시,,화남면,eupmyeondong,화남면,751,388,51.66,191,25.43,72,9.59,38,5.06,325,43.28,1021.1,25,3.33,29,3.86,24,3.2,24,3.2,40,5.33,106,14.11,228,30.36,152,20.24,123,16.38,0.3874,97,2026
4725052000,경상북도,상주시,,남원동,eupmyeondong,남원동,10689,3085,28.86,1295,12.12,316,2.96,1018,9.52,6586,61.61,303.0,491,4.59,1196,11.19,850,7.95,884,8.27,1392,13.02,1849,17.3,1947,18.21,1383,12.94,697,6.52,0.0577,771,2026
4725053000,경상북도,상주시,,북문동,eupmyeondong,북문동,9023,2336,25.89,876,9.71,253,2.8,962,10.66,5725,63.45,242.8,522,5.79,851,9.43,816,9.04,890,9.86,1294,14.34,1567,17.37,1575,17.46,1012,11.22,496,5.5,0.0518,584,2026
4725054000,경상북도,상주시,,계림동,eupmyeondong,계림동,8613,2197,25.51,971,11.27,313,3.63,1032,11.98,5384,62.51,212.9,626,7.27,845,9.81,627,7.28,919,10.67,1171,13.6,1541,17.89,1401,16.27,891,10.34,592,6.87,0.051,549,2026
4725055000,경상북도,상주시,,동문동,eupmyeondong,동문동,7170,2244,31.3,1018,14.2,302,4.21,654,9.12,4272,59.58,343.1,326,4.55,636,8.87,549,7.66,567,7.91,834,11.63,1338,18.66,1366,19.05,950,13.25,604,8.42,0.0626,561,2026
4725056000,경상북도,상주시,,동성동,eupmyeondong,동성동,3107,1243,40.01,560,18.02,161,5.18,159,5.12,1705,54.88,781.8,73,2.35,229,7.37,211,6.79,164,5.28,331,10.65,551,17.73,682,21.95,537,17.28,329,10.59,0.08,310,2026
4725057000,경상북도,상주시,,신흥동,eupmyeondong,신흥동,8108,2039,25.15,830,10.24,265,3.27,738,9.1,5331,65.75,276.3,390,4.81,859,10.59,1198,14.78,664,8.19,961,11.85,1331,16.42,1361,16.79,865,10.67,479,5.91,0.0503,509,2026
4728000000,경상북도,문경시,,,sigungu,문경시,64662,25309,39.14,11594,17.93,3744,5.79,4544,7.03,34809,53.83,557.0,2331,3.6,4756,7.36,4233,6.55,4336,6.71,6688,10.34,10498,16.24,14111,21.82,10611,16.41,7098,10.98,0.0783,6327,2026
4728025000,경상북도,문경시,,문경읍,eupmyeondong,문경읍,6487,3019,46.54,1434,22.11,468,7.21,295,4.55,3173,48.91,1023.4,163,2.51,391,6.03,256,3.95,346,5.33,499,7.69,1036,15.97,1674,25.81,1219,18.79,903,13.92,0.1862,754,2026
4728025100,경상북도,문경시,,문경읍갈평출장소,eupmyeondong,문경시 문경읍갈평출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4728025300,경상북도,문경시,,가은읍,eupmyeondong,가은읍,3727,1971,52.88,964,25.87,355,9.53,150,4.02,1606,43.09,1314.0,81,2.17,152,4.08,114,3.06,137,3.68,257,6.9,536,14.38,1078,28.92,737,19.77,635,17.04,0.2115,492,2026
4728025400,경상북도,문경시,,가은읍북부출장소,eupmyeondong,문경시 가은읍북부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4728029000,경상북도,문경시,,문경읍갈평출장소,eupmyeondong,문경시 문경읍갈평출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4728029100,경상북도,문경시,,가은읍북부출장소,eupmyeondong,문경시 가은읍북부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4728031000,경상북도,문경시,,영순면,eupmyeondong,영순면,2220,1153,51.94,557,25.09,223,10.05,122,5.5,945,42.57,945.1,40,1.8,241,10.86,76,3.42,85,3.83,131,5.9,269,12.12,527,23.74,470,21.17,381,17.16,0.3895,288,2026
4728032000,경상북도,문경시,,산양면,eupmyeondong,산양면,2832,1502,53.04,722,25.49,259,9.15,111,3.92,1219,43.04,1353.2,50,1.77,136,4.8,111,3.92,114,4.03,221,7.8,390,13.77,713,25.18,641,22.63,456,16.1,0.3978,375,2026
4728033000,경상북도,문경시,,호계면,eupmyeondong,호계면,2145,1055,49.18,503,23.45,195,9.09,49,2.28,1041,48.53,2153.1,27,1.26,82,3.82,194,9.04,97,4.52,138,6.43,284,13.24,566,26.39,426,19.86,331,15.43,0.3689,263,2026
4728034000,경상북도,문경시,,산북면,eupmyeondong,산북면,2488,1375,55.27,692,27.81,268,10.77,69,2.77,1044,41.96,1992.8,43,1.73,58,2.33,90,3.62,83,3.34,144,5.79,365,14.67,694,27.89,543,21.82,468,18.81,0.4145,343,2026
4728035000,경상북도,문경시,,동로면,eupmyeondong,동로면,1821,968,53.16,412,22.62,146,8.02,83,4.56,770,42.28,1166.3,38,2.09,81,4.45,47,2.58,67,3.68,105,5.77,279,15.32,573,31.47,372,20.43,259,14.22,0.3987,242,2026
4728036000,경상북도,문경시,,마성면,eupmyeondong,마성면,3228,1750,54.21,930,28.81,341,10.56,75,2.32,1403,43.46,2333.3,41,1.27,87,2.7,136,4.21,137,4.24,190,5.89,513,15.89,824,25.53,713,22.09,587,18.18,0.4066,437,2026
4728037000,경상북도,문경시,,농암면,eupmyeondong,농암면,2401,1370,57.06,647,26.95,228,9.5,60,2.5,971,40.44,2283.3,22,0.92,69,2.87,72,3.0,78,3.25,128,5.33,338,14.08,723,30.11,537,22.37,434,18.08,0.4279,342,2026
4728051500,경상북도,문경시,,점촌동,eupmyeondong,점촌1동,5092,1921,37.73,839,16.48,201,3.95,424,8.33,2747,53.95,453.1,218,4.28,366,7.19,307,6.03,433,8.5,589,11.57,785,15.42,1040,20.42,904,17.75,450,8.84,0.0755,480,2026
4728052000,경상북도,문경시,,중앙동,eupmyeondong,중앙동,5474,1804,32.96,740,13.52,202,3.69,200,3.65,3470,63.39,902.0,111,2.03,222,4.06,655,11.97,614,11.22,509,9.3,996,18.2,1201,21.94,745,13.61,421,7.69,0.0659,451,2026
4728053000,경상북도,문경시,,신흥동,eupmyeondong,신흥동,8108,2039,25.15,830,10.24,265,3.27,738,9.1,5331,65.75,276.3,390,4.81,859,10.59,1198,14.78,664,8.19,961,11.85,1331,16.42,1361,16.79,865,10.67,479,5.91,0.0503,509,2026
4728054500,경상북도,문경시,,신평동,eupmyeondong,신평1동,4547,837,18.41,317,6.97,84,1.85,313,6.88,3397,74.71,267.4,216,4.75,215,4.73,801,17.62,846,18.61,547,12.03,719,15.81,670,14.73,358,7.87,175,3.85,0.0368,209,2026
4728056000,경상북도,문경시,,모전동,eupmyeondong,문경시 모전동,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4728057000,경상북도,문경시,,점촌1동,eupmyeondong,점촌1동,5092,1921,37.73,839,16.48,201,3.95,424,8.33,2747,53.95,453.1,218,4.28,366,7.19,307,6.03,433,8.5,589,11.57,785,15.42,1040,20.42,904,17.75,450,8.84,0.0755,480,2026
4728058000,경상북도,문경시,,점촌2동,eupmyeondong,점촌2동,6265,2409,38.45,1104,17.62,310,4.95,479,7.65,3377,53.9,502.9,251,4.01,511,8.16,420,6.7,434,6.93,698,11.14,994,15.87,1248,19.92,1062,16.95,647,10.33,0.0769,602,2026
4728059000,경상북도,문경시,,점촌3동,eupmyeondong,점촌3동,8027,2647,32.98,1120,13.95,313,3.9,664,8.27,4716,58.75,398.6,324,4.04,703,8.76,640,7.97,646,8.05,968,12.06,1348,16.79,1614,20.11,1154,14.38,630,7.85,0.066,661,2026
4728060000,경상북도,문경시,,점촌4동,eupmyeondong,점촌4동,2798,1300,46.46,628,22.44,201,7.18,130,4.65,1368,48.89,1000.0,73,2.61,110,3.93,124,4.43,186,6.65,261,9.33,458,16.37,674,24.09,522,18.66,390,13.94,0.0929,325,2026
4728061000,경상북도,문경시,,점촌5동,eupmyeondong,점촌5동,15131,2869,18.96,1042,6.89,236,1.56,1833,12.11,10429,68.92,156.5,960,6.34,1769,11.69,1646,10.88,1493,9.87,2359,15.59,2903,19.19,2163,14.3,1311,8.66,527,3.48,0.0379,717,2026
4729000000,경상북도,경산시,,,sigungu,경산시,263171,60067,22.82,24258,9.22,6516,2.48,24871,9.45,178233,67.73,241.5,13698,5.2,23226,8.83,32927,12.51,30197,11.47,35846,13.62,45661,17.35,42430,16.12,25671,9.75,13515,5.14,0.0456,15016,2026
