region_code,sido,sigungu,gu,eupmyeondong,level,region_name,total_population,elderly_65_plus,elderly_65_ratio,elderly_75_plus,elderly_75_ratio,elderly_85_plus,elderly_85_ratio,child_0_14,child_0_14_ratio,working_15_64,working_15_64_ratio,aging_index,pop_0_9,ratio_0_9,pop_10_19,ratio_10_19,pop_20_29,ratio_20_29,pop_30_39,ratio_30_39,pop_40_49,ratio_40_49,pop_50_59,ratio_50_59,pop_60_69,ratio_60_69,pop_70_79,ratio_70_79,pop_80_plus,ratio_80_plus,farmer_ratio,solitary_elderly,base_year
4713025300,경상북도,경주시,,안강읍,eupmyeondong,안강읍,21412,8024,37.47,3603,16.83,1069,4.99,1103,5.15,12285,57.37,727.5,477,2.23,1418,6.62,1388,6.48,1389,6.49,2044,9.55,4170,19.48,5016,23.43,3433,16.03,2077,9.7,0.1499,2006,2026
4713025600,경상북도,경주시,,건천읍,eupmyeondong,건천읍,14869,4464,30.02,1911,12.85,569,3.83,1182,7.95,9223,62.03,377.7,852,5.73,733,4.93,1138,7.65,1970,13.25,1645,11.06,2615,17.59,2893,19.46,1913,12.87,1110,7.47,0.1201,1116,2026
4713025900,경상북도,경주시,,외동읍,eupmyeondong,외동읍,21487,6496,30.23,2502,11.64,736,3.43,1656,7.71,13335,62.06,392.3,1111,5.17,1116,5.19,1296,6.03,2265,10.54,2699,12.56,3907,18.18,5033,23.42,2661,12.38,1399,6.51,0.1209,1624,2026
4713031000,경상북도,경주시,,양북면,eupmyeondong,경주시 양북면,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.35,300,2026
4713031500,경상북도,경주시,,문무대왕면,eupmyeondong,문무대왕면,3947,1698,43.02,803,20.34,267,6.76,166,4.21,2083,52.77,1022.9,126,3.19,125,3.17,300,7.6,464,11.76,268,6.79,559,14.16,898,22.75,684,17.33,523,13.25,0.3226,424,2026
4713032000,경상북도,경주시,,양남면,eupmyeondong,양남면,6218,2402,38.63,943,15.17,289,4.65,308,4.95,3508,56.42,779.9,160,2.57,313,5.03,395,6.35,430,6.92,588,9.46,1175,18.9,1624,26.12,953,15.33,580,9.33,0.2897,600,2026
4713033000,경상북도,경주시,,내남면,eupmyeondong,내남면,4267,2306,54.04,1093,25.62,370,8.67,111,2.6,1850,43.36,2077.5,47,1.1,141,3.3,167,3.91,178,4.17,266,6.23,597,13.99,1234,28.92,944,22.12,693,16.24,0.4053,576,2026
4713034000,경상북도,경주시,,산내면,eupmyeondong,산내면,3108,1864,59.97,823,26.48,238,7.66,50,1.61,1194,38.42,3728.0,25,0.8,59,1.9,68,2.19,100,3.22,161,5.18,402,12.93,1022,32.88,779,25.06,492,15.83,0.4498,466,2026
4713035000,경상북도,경주시,,서면,eupmyeondong,서면,2885,1570,54.42,806,27.94,233,8.08,76,2.63,1239,42.95,2065.8,39,1.35,102,3.54,103,3.57,127,4.4,179,6.2,425,14.73,751,26.03,675,23.4,484,16.78,0.4082,392,2026
4713036000,경상북도,경주시,,현곡면,eupmyeondong,현곡면,21403,4033,18.84,1464,6.84,414,1.93,2993,13.98,14377,67.17,134.7,1736,8.11,2387,11.15,1730,8.08,2483,11.6,3305,15.44,4009,18.73,3278,15.32,1668,7.79,807,3.77,0.1413,1008,2026
4713037000,경상북도,경주시,,강동면,eupmyeondong,강동면,5701,2586,45.36,1166,20.45,380,6.67,177,3.1,2938,51.53,1461.0,84,1.47,196,3.44,362,6.35,314,5.51,395,6.93,1045,18.33,1512,26.52,1087,19.07,706,12.38,0.3402,646,2026
4713038000,경상북도,경주시,,천북면,eupmyeondong,천북면,5333,2022,37.91,925,17.34,278,5.21,308,5.78,3003,56.31,656.5,183,3.43,270,5.06,293,5.49,463,8.68,568,10.65,938,17.59,1207,22.63,866,16.24,545,10.22,0.2843,505,2026
4713051500,경상북도,경주시,,중부동,eupmyeondong,경주시 중부동,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4713052000,경상북도,경주시,,성동동,eupmyeondong,성건동,12204,4464,36.58,1984,16.26,439,3.6,400,3.28,7340,60.14,1116.0,202,1.66,623,5.1,1962,16.08,922,7.55,1031,8.45,1976,16.19,2305,18.89,2134,17.49,1049,8.6,0.0732,1116,2026
4713053000,경상북도,경주시,,황오동,eupmyeondong,황오동,9451,4109,43.48,1914,20.25,503,5.32,308,3.26,5034,53.26,1334.1,146,1.54,400,4.23,711,7.52,699,7.4,947,10.02,1488,15.74,2085,22.06,1867,19.75,1108,11.72,0.087,1027,2026
4713055000,경상북도,경주시,,성건동,eupmyeondong,성건동,12204,4464,36.58,1984,16.26,439,3.6,400,3.28,7340,60.14,1116.0,202,1.66,623,5.1,1962,16.08,922,7.55,1031,8.45,1976,16.19,2305,18.89,2134,17.49,1049,8.6,0.0732,1116,2026
4713056000,경상북도,경주시,,탑정동,eupmyeondong,경주시 탑정동,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4713057000,경상북도,경주시,,황남동,eupmyeondong,황남동,3552,1774,49.94,909,25.59,303,8.53,89,2.51,1689,47.55,1993.3,43,1.21,121,3.41,145,4.08,187,5.26,299,8.42,578,16.27,853,24.01,750,21.11,576,16.22,0.0999,443,2026
4713059000,경상북도,경주시,,선도동,eupmyeondong,선도동,13492,3161,23.43,1294,9.59,384,2.85,1197,8.87,9134,67.7,264.1,528,3.91,1398,10.36,1355,10.04,1185,8.78,1925,14.27,2680,19.86,2310,17.12,1388,10.29,723,5.36,0.0469,790,2026
4713060500,경상북도,경주시,,월성동,eupmyeondong,월성동,5176,2008,38.79,927,17.91,268,5.18,356,6.88,2812,54.33,564.0,150,2.9,366,7.07,284,5.49,338,6.53,541,10.45,939,18.14,1168,22.57,846,16.34,544,10.51,0.0776,502,2026
4713061500,경상북도,경주시,,용강동,eupmyeondong,용강동,24683,3677,14.9,1271,5.15,350,1.42,4123,16.7,16883,68.4,89.2,2359,9.56,3136,12.71,1890,7.66,3149,12.76,4527,18.34,4141,16.78,3276,13.27,1486,6.02,719,2.91,0.0298,919,2026
4713062100,경상북도,경주시,,황성동,eupmyeondong,황성동,27969,4678,16.73,1596,5.71,412,1.47,3279,11.72,20012,71.55,142.7,1676,5.99,3349,11.97,2953,10.56,3082,11.02,4218,15.08,5726,20.47,4207,15.04,1890,6.76,868,3.1,0.0335,1169,2026
4713063000,경상북도,경주시,,동천동,eupmyeondong,동천동,19761,5100,25.81,1787,9.04,424,2.15,1244,6.3,13417,67.9,410.0,578,2.92,1526,7.72,2126,10.76,2043,10.34,2388,12.08,4018,20.33,3883,19.65,2241,11.34,958,4.85,0.0516,1275,2026
4713065000,경상북도,경주시,,불국동,eupmyeondong,불국동,9427,3092,32.8,1327,14.08,403,4.27,722,7.66,5613,59.54,428.3,456,4.84,553,5.87,619,6.57,962,10.2,1145,12.15,1652,17.52,1953,20.72,1270,13.47,817,8.67,0.0656,773,2026
4713066000,경상북도,경주시,,보덕동,eupmyeondong,보덕동,1544,670,43.39,293,18.98,85,5.51,53,3.43,821,53.17,1264.2,30,1.94,48,3.11,98,6.35,94,6.09,144,9.33,280,18.13,396,25.65,284,18.39,170,11.01,0.0868,167,2026
4715000000,경상북도,김천시,,,sigungu,김천시,132550,39888,30.09,17168,12.95,5597,4.22,12543,9.46,80119,60.44,318.0,6912,5.21,11979,9.04,10057,7.59,12829,9.68,16880,12.73,21983,16.58,24908,18.79,16645,12.56,10357,7.81,0.0602,9972,2026
4715025000,경상북도,김천시,,아포읍,eupmyeondong,아포읍,7849,2828,36.03,1182,15.06,383,4.88,424,5.4,4597,58.57,667.0,231,2.94,415,5.29,424,5.4,633,8.06,791,10.08,1531,19.51,1972,25.12,1149,14.64,703,8.96,0.1441,707,2026
4715031000,경상북도,김천시,,농소면,eupmyeondong,농소면,2997,1286,42.91,607,20.25,216,7.21,152,5.07,1559,52.02,846.1,77,2.57,149,4.97,163,5.44,185,6.17,259,8.64,547,18.25,711,23.72,525,17.52,381,12.71,0.3218,321,2026
4715032000,경상북도,김천시,,남면,eupmyeondong,남면,2834,1393,49.15,664,23.43,252,8.89,85,3.0,1356,47.85,1638.8,45,1.59,88,3.11,126,4.45,170,6.0,196,6.92,435,15.35,781,27.56,564,19.9,429,15.14,0.3686,348,2026
4715034000,경상북도,김천시,,개령면,eupmyeondong,개령면,2175,1155,53.1,519,23.86,181,8.32,60,2.76,960,44.14,1925.0,31,1.43,79,3.63,75,3.45,102,4.69,139,6.39,319,14.67,621,28.55,496,22.8,313,14.39,0.3982,288,2026
4715035000,경상북도,김천시,,감문면,eupmyeondong,감문면,2971,1694,57.02,808,27.2,336,11.31,53,1.78,1224,41.2,3196.2,30,1.01,68,2.29,78,2.63,94,3.16,180,6.06,430,14.47,885,29.79,653,21.98,553,18.61,0.4277,423,2026
4715036000,경상북도,김천시,,어모면,eupmyeondong,어모면,3902,1761,45.13,806,20.66,273,7.0,208,5.33,1933,49.54,846.6,124,3.18,151,3.87,200,5.13,239,6.13,314,8.05,650,16.66,1008,25.83,713,18.27,503,12.89,0.3385,440,2026
4715037000,경상북도,김천시,,봉산면,eupmyeondong,봉산면,2768,1371,49.53,589,21.28,183,6.61,97,3.5,1300,46.97,1413.4,42,1.52,117,4.23,99,3.58,133,4.8,208,7.51,435,15.72,801,28.94,561,20.27,372,13.44,0.3715,342,2026
4715038000,경상북도,김천시,,대항면,eupmyeondong,대항면,3034,1452,47.86,618,20.37,207,6.82,96,3.16,1486,48.98,1512.5,46,1.52,133,4.38,139,4.58,135,4.45,213,7.02,498,16.41,899,29.63,590,19.45,381,12.56,0.3589,363,2026
4715039000,경상북도,김천시,,감천면,eupmyeondong,감천면,1655,826,49.91,383,23.14,156,9.43,54,3.26,775,46.83,1529.6,27,1.63,56,3.38,50,3.02,74,4.47,117,7.07,286,17.28,470,28.4,339,20.48,236,14.26,0.3743,206,2026
4715040000,경상북도,김천시,,조마면,eupmyeondong,조마면,1985,1059,53.35,475,23.93,178,8.97,50,2.52,876,44.13,2118.0,26,1.31,62,3.12,56,2.82,85,4.28,154,7.76,268,13.5,607,30.58,439,22.12,288,14.51,0.4001,264,2026
4715041000,경상북도,김천시,,구성면,eupmyeondong,구성면,2530,1480,58.5,720,28.46,273,10.79,43,1.7,1007,39.8,3441.9,23,0.91,45,1.78,66,2.61,84,3.32,115,4.55,378,14.94,736,29.09,615,24.31,468,18.5,0.4387,370,2026
4715042000,경상북도,김천시,,지례면,eupmyeondong,지례면,1364,796,58.36,414,30.35,161,11.8,39,2.86,529,38.78,2041.0,18,1.32,55,4.03,36,2.64,47,3.45,56,4.11,168,12.32,379,27.79,326,23.9,279,20.45,0.4377,199,2026
4715043000,경상북도,김천시,,부항면,eupmyeondong,부항면,1168,670,57.36,311,26.63,128,10.96,21,1.8,477,40.84,3190.5,7,0.6,41,3.51,28,2.4,40,3.42,66,5.65,168,14.38,350,29.97,255,21.83,213,18.24,0.4302,167,2026
4715044000,경상북도,김천시,,대덕면,eupmyeondong,대덕면,2054,1039,50.58,503,24.49,187,9.1,130,6.33,885,43.09,799.2,27,1.31,272,13.24,44,2.14,80,3.89,110,5.36,249,12.12,530,25.8,414,20.16,328,15.97,0.3794,259,2026
4715045000,경상북도,김천시,,증산면,eupmyeondong,증산면,940,536,57.02,234,24.89,100,10.64,18,1.91,386,41.06,2977.8,10,1.06,23,2.45,18,1.91,23,2.45,53,5.64,142,15.11,316,33.62,203,21.6,152,16.17,0.4277,134,2026
4715051500,경상북도,김천시,,용암동,eupmyeondong,용암면,3446,1696,49.22,667,19.36,203,5.89,87,2.52,1663,48.26,1949.4,47,1.36,87,2.52,99,2.87,178,5.17,257,7.46,590,17.12,1052,30.53,751,21.79,385,11.17,0.3691,424,2026
4715051600,경상북도,김천시,,자산동,eupmyeondong,자산동,5613,2515,44.81,1111,19.79,313,5.58,227,4.04,2871,51.15,1107.9,120,2.14,251,4.47,375,6.68,423,7.54,543,9.67,882,15.71,1271,22.64,1121,19.97,627,11.17,0.0896,628,2026
4715053500,경상북도,김천시,,성남동,eupmyeondong,김천시 성남동,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4715053600,경상북도,김천시,,평화남산동,eupmyeondong,평화남산동,6667,2769,41.53,1273,19.09,376,5.64,247,3.7,3651,54.76,1121.1,128,1.92,326,4.89,517,7.75,570,8.55,708,10.62,997,14.95,1448,21.72,1209,18.13,764,11.46,0.0831,692,2026
4715054000,경상북도,김천시,,평화동,eupmyeondong,평화남산동,6667,2769,41.53,1273,19.09,376,5.64,247,3.7,3651,54.76,1121.1,128,1.92,326,4.89,517,7.75,570,8.55,708,10.62,997,14.95,1448,21.72,1209,18.13,764,11.46,0.0831,692,2026
4715056500,경상북도,김천시,,양금동,eupmyeondong,양금동,3283,1636,49.83,799,24.34,232,7.07,131,3.99,1516,46.18,1248.9,53,1.61,162,4.93,176,5.36,147,4.48,250,7.61,526,16.02,768,23.39,735,22.39,466,14.19,0.0997,409,2026
4715057500,경상북도,김천시,,대신동,eupmyeondong,대신동,22843,4606,20.16,1816,7.95,563,2.46,2204,9.65,16033,70.19,209.0,1088,4.76,2620,11.47,2778,12.16,2397,10.49,3099,13.57,4398,19.25,3489,15.27,1914,8.38,1060,4.64,0.0403,1151,2026
4715059500,경상북도,김천시,,대곡동,eupmyeondong,대곡동,20237,5168,25.54,2019,9.98,594,2.94,2064,10.2,13005,64.26,250.4,1191,5.89,2363,11.68,1555,7.68,1972,9.74,2659,13.14,3599,17.78,3537,17.48,2220,10.97,1141,5.64,0.0511,1292,2026
4715061000,경상북도,김천시,,지좌동,eupmyeondong,지좌동,10274,2352,22.89,897,8.73,208,2.02,927,9.02,6995,68.08,253.7,507,4.93,916,8.92,1027,10.0,1221,11.88,1446,14.07,1926,18.75,1731,16.85,1022,9.95,478,4.65,0.0458,588,2026
4715064000,경상북도,김천시,,율곡동,eupmyeondong,율곡동,23407,1496,6.39,420,1.79,97,0.41,5213,22.27,16698,71.34,28.7,3061,13.08,3587,15.32,2027,8.66,3975,16.98,5204,22.23,3151,13.46,1598,6.83,582,2.49,222,0.95,0.0128,374,2026
4717000000,경상북도,안동시,,,sigungu,안동시,151584,46698,30.81,20694,13.65,6446,4.25,12925,8.53,91961,60.67,361.3,6968,4.6,13045,8.61,14806,9.77,13988,9.23,18037,11.9,25133,16.58,27621,18.22,19415,12.81,12571,8.29,0.0616,11674,2026
4717025000,경상북도,안동시,,풍산읍,eupmyeondong,풍산읍,7967,3023,37.94,1439,18.06,487,6.11,543,6.82,4401,55.24,556.7,326,4.09,463,5.81,510,6.4,775,9.73,775,9.73,1320,16.57,1635,20.52,1266,15.89,897,11.26,0.1518,755,2026
4717031000,경상북도,안동시,,와룡면,eupmyeondong,와룡면,3585,1963,54.76,981,27.36,372,10.38,85,2.37,1537,42.87,2309.4,46,1.28,123,3.43,167,4.66,153,4.27,186,5.19,538,15.01,952,26.56,791,22.06,629,17.55,0.4107,490,2026
4717032000,경상북도,안동시,,북후면,eupmyeondong,북후면,2697,1431,53.06,724,26.84,293,10.86,59,2.19,1207,44.75,2425.4,23,0.85,70,2.6,67,2.48,122,4.52,202,7.49,460,17.06,716,26.55,536,19.87,501,18.58,0.398,357,2026
4717033000,경상북도,안동시,,서후면,eupmyeondong,서후면,3698,1644,44.46,744,20.12,269,7.27,89,2.41,1965,53.14,1847.2,48,1.3,204,5.52,443,11.98,211,5.71,271,7.33,523,14.14,845,22.85,678,18.33,475,12.84,0.3335,411,2026
4717034000,경상북도,안동시,,풍천면,eupmyeondong,풍천면,7604,1955,25.71,927,12.19,307,4.04,774,10.18,4875,64.11,252.6,562,7.39,425,5.59,764,10.05,1447,19.03,992,13.05,970,12.76,1069,14.06,776,10.21,599,7.88,0.1928,488,2026
4717034500,경상북도,안동시,,풍천면어담출장소,eupmyeondong,안동시 풍천면어담출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4717035000,경상북도,안동시,,일직면,eupmyeondong,일직면,2328,1338,57.47,708,30.41,238,10.22,47,2.02,943,40.51,2846.8,17,0.73,76,3.26,67,2.88,72,3.09,134,5.76,332,14.26,651,27.96,560,24.05,419,18.0,0.431,334,2026
4717036000,경상북도,안동시,,남후면,eupmyeondong,남후면,1573,917,58.3,486,30.9,194,12.33,37,2.35,619,39.35,2478.4,19,1.21,43,2.73,46,2.92,57,3.62,107,6.8,204,12.97,417,26.51,349,22.19,331,21.04,0.4372,229,2026
4717037000,경상북도,안동시,,남선면,eupmyeondong,남선면,1924,956,49.69,410,21.31,136,7.07,56,2.91,912,47.4,1707.1,34,1.77,55,2.86,90,4.68,97,5.04,120,6.24,324,16.84,561,29.16,375,19.49,268,13.93,0.3727,239,2026
4717038000,경상북도,안동시,,임하면,eupmyeondong,임하면,2489,1349,54.2,615,24.71,227,9.12,58,2.33,1082,43.47,2325.9,31,1.25,73,2.93,85,3.42,94,3.78,170,6.83,410,16.47,659,26.48,553,22.22,414,16.63,0.4065,337,2026
4717039000,경상북도,안동시,,길안면,eupmyeondong,길안면,2489,1425,57.25,687,27.6,239,9.6,35,1.41,1029,41.34,4071.4,17,0.68,58,2.33,57,2.29,91,3.66,128,5.14,343,13.78,801,32.18,533,21.41,461,18.52,0.4294,356,2026
4717040000,경상북도,안동시,,임동면,eupmyeondong,임동면,1522,913,59.99,425,27.92,152,9.99,31,2.04,578,37.98,2945.2,17,1.12,35,2.3,44,2.89,36,2.37,85,5.58,229,15.05,448,29.43,338,22.21,290,19.05,0.4499,228,2026
4717041000,경상북도,안동시,,예안면,eupmyeondong,예안면,1600,962,60.12,445,27.81,149,9.31,33,2.06,605,37.81,2915.2,18,1.12,36,2.25,37,2.31,46,2.88,61,3.81,215,13.44,507,31.69,401,25.06,279,17.44,0.4509,240,2026
4717041500,경상북도,안동시,,예안면삼계출장소,eupmyeondong,안동시 예안면삼계출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4717042000,경상북도,안동시,,도산면,eupmyeondong,도산면,1333,826,61.97,408,30.61,133,9.98,14,1.05,493,36.98,5900.0,3,0.23,32,2.4,34,2.55,37,2.78,53,3.98,191,14.33,393,29.48,330,24.76,260,19.5,0.4648,206,2026
4717042500,경상북도,안동시,,도산면서부출장소,eupmyeondong,안동시 도산면서부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4717043000,경상북도,안동시,,녹전면,eupmyeondong,녹전면,1519,927,61.03,450,29.62,167,10.99,37,2.44,555,36.54,2505.4,17,1.12,42,2.76,29,1.91,42,2.76,86,5.66,185,12.18,453,29.82,361,23.77,304,20.01,0.4577,231,2026
4717051000,경상북도,안동시,,중구동,eupmyeondong,중구동,4828,1675,34.69,841,17.42,227,4.7,250,5.18,2903,60.13,670.0,142,2.94,320,6.63,612,12.68,463,9.59,507,10.5,742,15.37,776,16.07,773,16.01,493,10.21,0.0694,418,2026
4717052000,경상북도,안동시,,명륜동,eupmyeondong,명륜동,4575,1580,34.54,688,15.04,187,4.09,283,6.19,2712,59.28,558.3,137,2.99,341,7.45,368,8.04,363,7.93,516,11.28,803,17.55,978,21.38,650,14.21,419,9.16,0.0691,395,2026
4717055500,경상북도,안동시,,용상동,eupmyeondong,용상동,24634,4826,19.59,2009,8.16,557,2.26,2693,10.93,17115,69.48,179.2,1511,6.13,2930,11.89,4071,16.53,2607,10.58,3260,13.23,3843,15.6,3192,12.96,2079,8.44,1141,4.63,0.0392,1206,2026
4717058500,경상북도,안동시,,서구동,eupmyeondong,서구동,8078,2689,33.29,1233,15.26,348,4.31,691,8.55,4698,58.16,389.1,286,3.54,832,10.3,684,8.47,549,6.8,1036,12.82,1345,16.65,1437,17.79,1198,14.83,711,8.8,0.0666,672,2026
4717060000,경상북도,안동시,,태화동,eupmyeondong,태화동,11780,3689,31.32,1612,13.68,394,3.34,979,8.31,7112,60.37,376.8,538,4.57,852,7.23,996,8.46,1096,9.3,1592,13.51,1971,16.73,2169,18.41,1648,13.99,918,7.79,0.0626,922,2026
4717061000,경상북도,안동시,,법상동,eupmyeondong,안동시 법상동,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,0.15,300,2026
4717062000,경상북도,안동시,,평화동,eupmyeondong,평화동,5741,2016,35.12,884,15.4,240,4.18,403,7.02,3322,57.86,500.2,174,3.03,453,7.89,477,8.31,469,8.17,657,11.44,1005,17.51,1100,19.16,901,15.69,505,8.8,0.0702,504,2026
4717063000,경상북도,안동시,,안기동,eupmyeondong,안기동,5670,1926,33.97,773,13.63,191,3.37,395,6.97,3349,59.07,487.6,210,3.7,415,7.32,470,8.29,481,8.48,631,11.13,1003,17.69,1213,21.39,825,14.55,422,7.44,0.0679,481,2026
4717065000,경상북도,안동시,,옥동,eupmyeondong,옥동,19538,4126,21.12,1528,7.82,457,2.34,2244,11.49,13168,67.4,183.9,1096,5.61,2342,11.99,2128,10.89,1935,9.9,2867,14.67,3540,18.12,3081,15.77,1676,8.58,873,4.47,0.0422,1031,2026
4717066000,경상북도,안동시,,송하동,eupmyeondong,송하동,14468,2962,20.47,1052,7.27,306,2.12,1776,12.28,9730,67.25,166.8,1006,6.95,1528,10.56,1442,9.97,1701,11.76,2063,14.26,2618,18.1,2346,16.22,1157,8.0,607,4.2,0.0409,740,2026
4717069000,경상북도,안동시,,강남동,eupmyeondong,강남동,9944,1580,15.89,625,6.29,176,1.77,1313,13.2,7051,70.91,120.3,690,6.94,1297,13.04,1118,11.24,1044,10.5,1538,15.47,2019,20.3,1222,12.29,661,6.65,355,3.57,0.0318,395,2026
4719000000,경상북도,구미시,,,sigungu,구미시,402691,60464,15.01,19942,4.95,5710,1.42,49026,12.17,293201,72.81,123.3,26293,6.53,44664,11.09,42455,10.54,57050,14.17,69428,17.24,71734,17.81,55997,13.91,23808,5.91,11262,2.8,0.03,15116,2026
4719025000,경상북도,구미시,,선산읍,eupmyeondong,선산읍,12992,4660,35.87,1918,14.76,647,4.98,869,6.69,7463,57.44,536.2,421,3.24,939,7.23,786,6.05,870,6.7,1419,10.92,2419,18.62,3036,23.37,1901,14.63,1201,9.24,0.1435,1165,2026
4719025300,경상북도,구미시,,고아읍,eupmyeondong,고아읍,40186,6919,17.22,2212,5.5,737,1.83,5549,13.81,27718,68.97,124.7,3225,8.03,4206,10.47,3187,7.93,5099,12.69,6051,15.06,7584,18.87,7008,17.44,2467,6.14,1359,3.38,0.0689,1729,2026
4719025600,경상북도,구미시,,산동읍,eupmyeondong,산동읍,30980,1613,5.21,510,1.65,187,0.6,7826,25.26,21541,69.53,20.6,4859,15.68,4710,15.2,1762,5.69,6575,21.22,7577,24.46,2974,9.6,1594,5.15,603,1.95,326,1.05,0.0208,403,2026
4719031000,경상북도,구미시,,무을면,eupmyeondong,무을면,1675,952,56.84,445,26.57,189,11.28,41,2.45,682,40.72,2322.0,22,1.31,36,2.15,50,2.99,53,3.16,87,5.19,241,14.39,499,29.79,391,23.34,296,17.67,0.4263,238,2026
4719032000,경상북도,구미시,,옥성면,eupmyeondong,옥성면,1570,865,55.1,406,25.86,156,9.94,20,1.27,685,43.63,4325.0,8,0.51,25,1.59,54,3.44,50,3.18,98,6.24,247,15.73,465,29.62,363,23.12,260,16.56,0.4133,216,2026
4719033000,경상북도,구미시,,도개면,eupmyeondong,도개면,1951,1052,53.92,518,26.55,199,10.2,48,2.46,851,43.62,2191.7,19,0.97,93,4.77,59,3.02,68,3.49,127,6.51,289,14.81,544,27.88,419,21.48,333,17.07,0.4044,263,2026
4719034000,경상북도,구미시,,해평면,eupmyeondong,해평면,3521,1800,51.12,882,25.05,307,8.72,81,2.3,1640,46.58,2222.2,36,1.02,117,3.32,143,4.06,144,4.09,240,6.82,612,17.38,932,26.47,738,20.96,559,15.88,0.3834,450,2026
4719035000,경상북도,구미시,,산동면,eupmyeondong,산내면,3108,1864,59.97,823,26.48,238,7.66,50,1.61,1194,38.42,3728.0,25,0.8,59,1.9,68,2.19,100,3.22,161,5.18,402,12.93,1022,32.88,779,25.06,492,15.83,0.4498,466,2026
4719036000,경상북도,구미시,,장천면,eupmyeondong,장천면,2654,1251,47.14,578,21.78,192,7.23,85,3.2,1318,49.66,1471.8,34,1.28,127,4.79,117,4.41,126,4.75,217,8.18,452,17.03,708,26.68,522,19.67,351,13.23,0.3535,312,2026
4719051000,경상북도,구미시,,송정동,eupmyeondong,송정동,22877,4633,20.25,1366,5.97,296,1.29,2036,8.9,16208,70.85,227.6,1070,4.68,2028,8.86,2569,11.23,3043,13.3,3305,14.45,4178,18.26,4024,17.59,1990,8.7,670,2.93,0.0405,1158,2026
4719052000,경상북도,구미시,,원평1동,eupmyeondong,원평동,9420,1955,20.75,729,7.74,175,1.86,1035,10.99,6430,68.26,188.9,739,7.85,577,6.13,691,7.34,1632,17.32,1573,16.7,1528,16.22,1426,15.14,867,9.2,387,4.11,0.0415,488,2026
4719053000,경상북도,구미시,,원평2동,eupmyeondong,원평동,9420,1955,20.75,729,7.74,175,1.86,1035,10.99,6430,68.26,188.9,739,7.85,577,6.13,691,7.34,1632,17.32,1573,16.7,1528,16.22,1426,15.14,867,9.2,387,4.11,0.0415,488,2026
4719053500,경상북도,구미시,,원평동,eupmyeondong,원평동,9420,1955,20.75,729,7.74,175,1.86,1035,10.99,6430,68.26,188.9,739,7.85,577,6.13,691,7.34,1632,17.32,1573,16.7,1528,16.22,1426,15.14,867,9.2,387,4.11,0.0415,488,2026
4719055100,경상북도,구미시,,도량동,eupmyeondong,도량동,25786,5393,20.91,1617,6.27,435,1.69,2646,10.26,17747,68.82,203.8,1249,4.84,2789,10.82,2272,8.81,2498,9.69,3781,14.66,5223,20.26,4941,19.16,2164,8.39,869,3.37,0.0418,1348,2026
4719055500,경상북도,구미시,,지산동,eupmyeondong,지산동,1766,743,42.07,256,14.5,63,3.57,63,3.57,960,54.36,1179.4,30,1.7,64,3.62,118,6.68,106,6.0,150,8.49,319,18.06,508,28.77,338,19.14,133,7.53,0.0841,185,2026
4719056500,경상북도,구미시,,선주원남동,eupmyeondong,선주원남동,35630,5293,14.86,1482,4.16,374,1.05,3944,11.07,26393,74.08,134.2,1762,4.95,4674,13.12,4358,12.23,3705,10.4,5799,16.28,7017,19.69,5476,15.37,2075,5.82,764,2.14,0.0297,1323,2026
4719058200,경상북도,구미시,,형곡1동,eupmyeondong,형곡1동,12163,2519,20.71,774,6.36,163,1.34,1126,9.26,8518,70.03,223.7,511,4.2,1266,10.41,1213,9.97,1220,10.03,1691,13.9,2507,20.61,2320,19.07,1068,8.78,367,3.02,0.0414,629,2026
4719058300,경상북도,구미시,,형곡2동,eupmyeondong,형곡2동,14479,2981,20.59,784,5.41,184,1.27,940,6.49,10558,72.92,317.1,406,2.8,1269,8.76,1664,11.49,1566,10.82,1827,12.62,3178,21.95,3017,20.84,1150,7.94,402,2.78,0.0412,745,2026
4719059000,경상북도,구미시,,신평1동,eupmyeondong,신평1동,4547,837,18.41,317,6.97,84,1.85,313,6.88,3397,74.71,267.4,216,4.75,215,4.73,801,17.62,846,18.61,547,12.03,719,15.81,670,14.73,358,7.87,175,3.85,0.0368,209,2026
4719060000,경상북도,구미시,,신평2동,eupmyeondong,신평2동,2774,571,20.58,216,7.79,66,2.38,275,9.91,1928,69.5,207.6,178,6.42,184,6.63,268,9.66,465,16.76,372,13.41,494,17.81,462,16.65,228,8.22,123,4.43,0.0412,142,2026
