sigungu,lat,lon,shelter_name,shelter_type,road_address,lot_address,area_m2,capacity,fans,aircons,rest_area,night_open,weekend_open,stay_open
안동시,36.7428476,128.7737158,녹전면행정복지센터,공공시설,경상북도 안동시 녹전면 녹전로 713,-,297.9,20,1,1,-,아니오,아니오,아니오
의성군,36.3431818,128.5890913,도옥경로당,특정계층이용시설,경상북도 의성군 안평면 봉호로 518,-,75.67,23,2,1,-,아니오,아니오,아니오
김천시,35.9179392,127.9686588,대덕면행정복지센터,공공시설,경상북도 김천시 대덕면 남김천대로 721,-,300,30,10,5,-,-,-,-
김천시,36.1214167,128.183713,율곡동행정복지센터,공공시설,경상북도 김천시 혁신4로 21  (율곡동),-,300,30,10,5,-,-,-,-
김천시,36.1415073,128.0602509,봉산면행정복지센터,공공시설,경상북도 김천시 봉산면 예지송정길 11,-,300,30,10,5,-,-,-,-
김천시,36.1353533,128.1158853,대신동행정복지센터,공공시설,경상북도 김천시 신양1길 22  (신음동),-,300,30,10,5,-,-,-,-
김천시,36.1805886,128.118711,어모면행정복지센터,공공시설,경상북도 김천시 어모면 어모로 279,-,300,30,10,5,-,아니오,아니오,아니오
김천시,36.1205609,128.1161159,평화남산동행정복지센터,공공시설,경상북도 김천시 평화순환길 291  (평화동),-,300,30,10,5,-,-,-,-
김천시,35.9019892,128.0352366,증산면행정복지센터,공공시설,경상북도 김천시 증산면 증산로 945-7,-,300,30,10,3,-,-,-,-
김천시,36.1104378,128.1233177,양금동행정복지센터,공공시설,경상북도 김천시 강변로 178  (황금동),-,300,30,10,5,-,-,-,-
김천시,36.1244716,128.0221528,대항면행정복지센터,공공시설,경상북도 김천시 대항면 황악로 1563,-,300,30,10,5,-,-,-,-
김천시,36.1598754,128.2534236,아포읍행정복지센터,공공시설,경상북도 김천시 아포읍 국사길 63,-,1000,30,10,10,-,-,-,-
김천시,36.1078873,128.1895736,남면행정복지센터,공공시설,경상북도 김천시 남면 옥산길 44,-,300,30,10,5,-,-,-,-
김천시,36.0660014,128.1255198,감천면행정복지센터,공공시설,경상북도 김천시 감천면 금감로 1552,-,300,30,10,5,-,-,-,-
김천시,35.9848106,128.0266616,지례면행정복지센터,공공시설,경상북도 김천시 지례면 상부길 101,-,300,30,10,5,-,-,-,-
김천시,36.1245019,128.0892751,대곡동행정복지센터,공공시설,경상북도 김천시 부곡길 2  (부곡동),-,300,30,10,5,-,아니오,아니오,아니오
김천시,36.0349346,128.0990195,조마면행정복지센터,공공시설,경상북도 김천시 조마면 강곡1길 32,-,300,30,10,5,-,-,-,-
김천시,36.0328024,128.0474675,구성면행정복지센터,공공시설,경상북도 김천시 구성면 상좌원1길 18,-,300,30,10,5,-,아니오,아니오,아니오
김천시,36.122331,128.127805,자산동행정복지센터,공공시설,경상북도 김천시 용암로 27  (모암동),-,300,30,10,5,-,-,-,-
김천시,36.1199976,128.142356,지좌동행정복지센터,공공시설,경상북도 김천시 영남대로 1940  (지좌동),-,300,30,10,5,-,아니오,아니오,아니오
안동시,36.5802875,128.571775,풍산읍보건지소,공공시설,경상북도 안동시 풍산읍 풍산중앙길 99,-,383.75,20,1,1,-,아니오,아니오,아니오
안동시,36.615491,128.7658033,외룡면보건지소,공공시설,경상북도 안동시 와룡면 퇴계로 807,-,320.79,20,1,1,-,아니오,아니오,아니오
안동시,36.6164232,128.7664577,와룡면행정복지센터,공공시설,경상북도 안동시 와룡면 퇴계로 823,-,365.43,20,1,1,-,아니오,아니오,아니오
안동시,36.6847593,128.702428,북후면보건지소,공공시설,경상북도 안동시 북후면 북평로 875,-,233.94,20,1,1,-,아니오,아니오,아니오
안동시,36.6167225,128.6634448,서후면보건지소,공공시설,경상북도 안동시 서후면 서후중앙길 19,-,243.61,20,1,1,-,아니오,아니오,아니오
안동시,36.5561754,128.5061789,풍천면보건지소,공공시설,경상북도 안동시 풍천면 지풍로 1465-4,-,353.62,20,1,1,-,아니오,아니오,아니오
안동시,36.4735001,128.659105,일직면보건지소,공공시설,경상북도 안동시 일직면 논들길 25,-,209.16,20,1,1,-,아니오,아니오,아니오
안동시,36.4753356,128.6595315,일직면행정복지센터,공공시설,경상북도 안동시 일직면 중앙통길 12,-,355.62,20,1,1,-,아니오,아니오,아니오
안동시,36.5235315,128.6903018,남후면보건지소,공공시설,경상북도 안동시 남후면 남일로 1465-7,-,257.66,20,1,1,-,아니오,아니오,아니오
안동시,36.5236393,128.6900067,남후면행정복지센터,공공시설,경상북도 안동시 남후면 남일로 1465-9,-,285.3,20,1,1,-,아니오,아니오,아니오
안동시,36.5260706,128.7700948,남선면보건지소,공공시설,경상북도 안동시 남선면 충효로 3866,-,250.56,20,1,1,-,아니오,아니오,아니오
안동시,36.5261913,128.7698212,남선면행정복지센터,공공시설,경상북도 안동시 남선면 충효로 3866,-,321.76,20,1,1,-,아니오,아니오,아니오
안동시,36.5243505,128.8315845,임하면보건지소,공공시설,경상북도 안동시 임하면 충효로 3250,-,256.98,20,1,1,-,아니오,아니오,아니오
안동시,36.4559953,128.8944501,길안면행정복지센터,공공시설,경상북도 안동시 길안면 길안청송로 3,-,294.82,20,1,1,-,아니오,아니오,아니오
안동시,36.5685049,128.9199364,임동면보건지소,공공시설,경상북도 안동시 임동면 챗거리길 49,-,364.52,20,1,1,-,아니오,아니오,아니오
안동시,36.5688798,128.9175305,임동면행정복지센터,공공시설,경상북도 안동시 임동면 편항1길 11,-,429.97,20,1,1,-,아니오,아니오,아니오
안동시,36.6625045,128.8834611,예안면보건지소,공공시설,경상북도 안동시 예안면 농암로 1481,-,278.83,20,1,1,-,아니오,아니오,아니오
안동시,36.661334,128.8851643,예안면행정복지센터,공공시설,경상북도 안동시 예안면 임예로 1918,-,434.76,20,1,1,-,아니오,아니오,아니오
안동시,36.6977866,128.8132516,도산면보건지소,공공시설,경상북도 안동시 도산면 선성5길 13,-,254.26,20,1,1,-,아니오,아니오,아니오
안동시,36.7451387,128.8338187,도산면행정복지센터,공공시설,경상북도 안동시 도산면 퇴계로 2580,-,495.72,20,1,1,-,아니오,아니오,아니오
안동시,36.742925,128.7745392,녹전면보건지소,공공시설,경상북도 안동시 녹전면 녹전로 718-11,-,228.03,20,1,1,-,아니오,아니오,아니오
안동시,36.5647975,128.7376723,중구동행정복지센터,공공시설,경상북도 안동시 서동문로 238  (법흥동),-,323.18,20,1,1,-,아니오,아니오,아니오
안동시,36.5767852,128.7329248,명륜동행정복지센터,공공시설,경상북도 안동시 퇴계로 221  (안막동),-,694.37,20,1,1,-,아니오,아니오,아니오
안동시,36.5592004,128.7496242,용상동행정복지센터,공공시설,경상북도 안동시 전거리1길 93  (용상동),-,914.33,20,1,1,-,아니오,아니오,아니오
안동시,36.4575442,128.8954505,길안면보건지소,공공시설,경상북도 안동시 길안면 천지안길 71-10,-,259.82,20,1,1,-,아니오,아니오,아니오
안동시,36.5643063,128.7174994,서구동행정복지센터,공공시설,경상북도 안동시 안기천로 78  (당북동),-,268.69,20,1,1,-,아니오,아니오,아니오
안동시,36.5247515,128.8309997,임하면행정복지센터,공공시설,경상북도 안동시 임하면 충효로 3254,-,333.83,20,1,1,-,아니오,아니오,아니오
안동시,36.5829604,128.7143236,안기동행정복지센터,공공시설,경상북도 안동시 제비원로 355  (안기동),-,349.62,20,1,1,-,아니오,아니오,아니오
안동시,36.5615465,128.7018165,옥동행정복지센터,공공시설,경상북도 안동시 옥동3길 27  (옥동),-,417.46,20,1,1,-,아니오,아니오,아니오
안동시,36.5703748,128.6941937,송하동행정복지센터,공공시설,경상북도 안동시 송하1길 60  (송현동),-,433.32,20,1,1,-,아니오,아니오,아니오
안동시,36.5487182,128.7270856,강남동행정복지센터,공공시설,경상북도 안동시 강남5길 185  (정하동),-,429.13,20,1,1,-,아니오,아니오,아니오
안동시,36.5678457,128.7180948,평화동행정복지센터,공공시설,경상북도 안동시 안기천로 117  (평화동),-,491.83,20,1,1,-,아니오,아니오,아니오
안동시,36.5611588,128.713983,태화동행정복지센터,공공시설,경상북도 안동시 태화중앙로 100  (태화동),-,382.11,20,1,1,-,아니오,아니오,아니오
김천시,36.1060353,128.1724106,농소면행정복지센터,공공시설,경상북도 김천시 농소면 농남로 42,-,300,30,10,5,-,-,-,-
김천시,36.1677294,128.1862047,개령면행정복지센터,공공시설,경상북도 김천시 개령면 동부길 59-14,-,300,30,10,5,-,-,-,-
김천시,36.2142659,128.181314,감문면행정복지센터,공공시설,경상북도 김천시 감문면 감문로 1055,-,300,30,10,5,-,아니오,아니오,아니오
김천시,35.9902103,127.9551136,부항면행정복지센터,공공시설,경상북도 김천시 부항면 부항로 834,-,300,30,10,5,-,-,-,-
성주군,35.902647,128.349916,선남복지회관,공공시설,"경상북도 성주군 선남면 관화길  66 , 선남보건지소",-,280,120,2,1,-,아니오,아니오,아니오
경산시,35.8194395,128.7211363,도담도담작은도서관,공공시설,경상북도 경산시 삼성현로31길 9 (옥산동),-,162,50,2,2,-,아니오,아니오,아니오
경산시,35.81457,128.7305736,경산시립장산도서관,공공시설,경상북도 경산시 경산로13길 7,-,2324.5,500,0,38,-,아니오,아니오,아니오
성주군,35.900631,128.351934,선남면사무소,공공시설,"경상북도 성주군 선남면 관화길  96 , 선남면사무소",-,267,20,5,2,-,아니오,아니오,아니오
성주군,35.920834,128.281916,경산2리마을회관,공공시설,"경상북도 성주군 성주읍 성주로  3172 , 경산2동노인회관",-,86,21,2,1,-,아니오,아니오,아니오
성주군,35.920563,128.28597,경산1리마을회관,공공시설,경상북도 성주군 성주읍 성주읍4길  19-8,-,82,20,2,1,-,아니오,아니오,아니오
성주군,35.922839,128.238341,용흥3리마을회관,공공시설,"경상북도 성주군 대가면 용흥3길  21 , 용흥3리마을회관과경로당",-,871,21,3,1,-,아니오,아니오,아니오
성주군,35.916047,128.212393,흥산1리마을회관,공공시설,"경상북도 성주군 대가면 흥산1길  29 , 오산경로당",-,168,42,2,1,-,아니오,아니오,아니오
성주군,35.803658,128.267235,보월1리마을회관,공공시설,경상북도 성주군 수륜면 남작로 137 (보월1리경로당),-,78,19,1,1,-,아니오,아니오,아니오
성주군,35.886,128.1667,가천면복지회관,공공시설,경상북도 성주군 가천면 창천2길 13,-,218,55,2,1,-,아니오,아니오,아니오
성주군,35.910916,128.223348,옥련1리마을회관,공공시설,"경상북도 성주군 대가면 옥련3길  16-1, 봉동마을회관",-,89,22,3,1,-,아니오,아니오,아니오
성주군,35.911691,128.213478,옥련2리마을회관,공공시설,"경상북도 성주군 대가면 옥련2길  45 , 옥련2리상삼회관",-,52,13,2,1,-,아니오,아니오,아니오
성주군,35.899104,128.210919,금산1리마을회관,공공시설,경상북도 성주군 대가면 대가금산길  16,-,18,4,1,1,-,아니오,아니오,아니오
성주군,35.946596,128.316901,월항면복지회관,공공시설,"경상북도 성주군 월항면 주산로  380 , 월항면복지회관",-,84,21,2,2,-,아니오,아니오,아니오
성주군,35.945581,128.315722,월항면사무소,공공시설,"경상북도 성주군 월항면 주산로  366 , 월항면사무소",-,253,10,5,2,-,아니오,아니오,아니오
성주군,35.815815,128.229389,오천1리마을회관,공공시설,"경상북도 성주군 수륜면 오천길  70-4, 오천1리마을회관",-,160,40,1,1,-,아니오,아니오,아니오
성주군,35.819346,128.215997,오천2리마을회관,공공시설,"경상북도 성주군 수륜면 오천4길  58-2, 오천2리경로당",-,76,19,1,1,-,아니오,아니오,아니오
성주군,35.804286,128.224664,계정1리마을회관,공공시설,경상북도 성주군 수륜면 계정길  54,-,84,21,1,1,-,아니오,아니오,아니오
성주군,35.7979642,128.2314107,계정2리마을회관,공공시설,경상북도 성주군 수륜면 계정2길 44-3,-,84,21,1,1,-,아니오,아니오,아니오
영천시,35.942502,128.953008,작산경로당,특정계층이용시설,"경상북도 영천시  한방로  227-139, 작산동경로당 (작산동)",-,97.85,35,4,1,-,-,-,아니오
영천시,35.9333734,128.9437437,봉동경로당,특정계층이용시설,경상북도 영천시 봉동2길 23-60 (봉동),-,77.1,30,2,1,-,-,-,아니오
성주군,35.959668,128.16853,봉학3리마을회관,공공시설,경상북도 성주군 벽진면봉학길 348,-,20,5,2,1,-,아니오,아니오,아니오
성주군,35.9739102,128.1831363,봉학2리마을회관,공공시설,경상북도 성주군 벽진면 봉학2길 12,-,83,15,2,1,-,아니오,아니오,아니오
성주군,35.891173,128.320767,취곡2리마을회관,공공시설,경상북도 성주군 선남면 취곡2길  111-1,-,85,35,2,1,-,아니오,아니오,아니오
성주군,35.953062,128.213368,수촌3리마을회관,공공시설,경상북도 성주군 벽진면 벽소로  21-13,-,80,20,2,1,-,아니오,아니오,아니오
성주군,35.820224,128.203284,성2리마을회관,공공시설,경상북도 성주군 수륜면 성리2길 44-9,-,84,21,1,1,-,아니오,아니오,아니오
성주군,35.836256,128.337028,용암면사무소,공공시설,경상북도 성주군 용암면 운용로 1031,-,325,30,10,3,-,아니오,아니오,아니오
영천시,36.141506,128.993509,정각1리경로당,특정계층이용시설,경상북도 영천시 화북면 정각1길  4,-,84,21,2,1,-,-,-,아니오
성주군,35.9473703,128.216823,벽진문화센터,공공시설,경상북도 성주군 벽진면성주로 2473,-,200,20,3,1,-,아니오,아니오,예
영천시,36.1299484,128.9939225,정각2리경로당,특정계층이용시설,경상북도 영천시 화북면 송림길 48-11,-,50,20,2,1,-,-,-,아니오
의성군,36.4645731,128.334871,덕지3리경로회관,특정계층이용시설,경상북도 의성군 다인면덕지3길 29,-,160.6,31,3,1,-,아니오,아니오,아니오
성주군,35.8265,128.199028,성1리마을회관,공공시설,경상북도 성주군 수륜면 성리1길 9,-,77,19,1,1,-,아니오,아니오,아니오
의성군,36.5155882,128.3586708,양서2리(서동)노인회관,특정계층이용시설,경상북도 의성군 다인면 용곡1길 11,-,123.17,10,1,1,-,-,아니오,-
봉화군,36.8337426,128.7551616,상운면사무소,공공시설,경상북도 봉화군 상운면 예봉로 1281,-,50,7,7,4,-,아니오,아니오,아니오
봉화군,36.835564,128.756602,상운보건지소,공공시설,경상북도 봉화군 상운면 예봉로  1302,-,50,20,2,1,-,아니오,아니오,아니오
봉화군,36.8852609,128.8168551,봉성면보건지소,공공시설,경상북도 봉화군 봉성면 옥마로 11,-,241,40,2,1,-,아니오,아니오,아니오
봉화군,36.9107454,128.8769594,법전면사무소,공공시설,경상북도 봉화군 법전면 법전로 100,-,40,20,8,3,-,아니오,아니오,아니오
고령군,35.769088,128.290469,운수면사무소,공공시설,경상북도 고령군 운수면운용로 106,-,100,20,1,1,-,아니오,아니오,아니오
봉화군,36.911942,128.876644,법전면보건소,공공시설,경상북도 봉화군 법전면 법전로  107,-,40,30,5,4,-,아니오,아니오,아니오
성주군,35.9147308,128.2832497,경산5리마을회관,공공시설,경상북도 성주군 성주읍 경산2길 7-1,-,89,22,1,1,-,아니오,아니오,아니오
성주군,35.9172289,128.2855296,경산6리마을회관,공공시설,경상북도 성주군 성주읍 시장길 16-4,-,24,6,2,1,-,아니오,아니오,아니오
봉화군,36.935784,128.9156382,춘양보건지소,공공시설,경상북도 봉화군 춘양면 춘양로 153,-,752,188,2,5,-,아니오,아니오,아니오
상주시,36.4220857,128.16431,계림동행정복지센터,공공시설,경상북도 상주시  냉림1길  50   (냉림동),-,138,24,3,6,-,아니오,아니오,아니오
봉화군,36.8587636,128.8999915,명호면사무소,공공시설,경상북도 봉화군 명호면 도천길 18-5,-,1588,200,3,3,-,아니오,아니오,아니오
봉화군,36.858691,128.900758,도천1리마을회관,공공시설,경상북도 봉화군 명호면 도천길  18-25,-,114,29,2,1,-,아니오,아니오,아니오
봉화군,36.8677916,128.9229606,삼동1리마을회관,공공시설,경상북도 봉화군 명호면 보라로 365,-,99,25,4,1,-,아니오,아니오,아니오
성주군,35.856162,128.102932,신계리마을회관,공공시설,경상북도 성주군 가천면 동신로  28,-,42.7,11,2,1,-,아니오,아니오,아니오
고령군,35.7305931,128.2676473,대가야읍사무소,공공시설,경상북도 고령군 대가야읍 중앙로 1,-,586,20,1,1,-,아니오,아니오,아니오
문경시,36.5900267,128.1962831,점촌2동행정복지센터,공공시설,경상북도 문경시 중앙로 50 (모전동),-,130,30,1,1,-,-,아니오,-
봉화군,36.9349958,128.9148694,춘양면사무소,공공시설,경상북도 봉화군 춘양면 의양로5길 19,-,638,159,4,10,-,아니오,아니오,아니오
성주군,35.914379,128.286114,경산7리마을회관,공공시설,"경상북도 성주군 성주읍 성밖숲길  93 , 경산7리경로회관",-,184,46,2,1,-,아니오,아니오,아니오
상주시,36.403582,128.160077,신흥동행정복지센터,공공시설,경상북도 상주시  상산로  141   (신봉동),-,450,136,12,3,-,아니오,아니오,아니오
상주시,36.5317,128.0716,은척면행정복지센터,공공시설,경상북도 상주시 은척면봉중2길 2,-,908,275,4,3,-,아니오,아니오,아니오
상주시,36.5773,128.0877,은척북부출장소,공공시설,경상북도 상주시 은척면무릉2길 1,-,141,43,1,1,-,아니오,아니오,아니오
영양군,36.5582352,129.124589,원리1리마을회관,공공시설,경상북도 영양군 석보면 원리3길 11,-,97,30,1,1,-,아니오,-,아니오
고령군,35.822763,128.451692,다산면사무소,공공시설,경상북도 고령군 다산면다산로 681,-,648.75,30,1,1,-,아니오,아니오,아니오
성주군,35.904262,128.256454,대황1리마을회관,공공시설,"경상북도 성주군 성주읍 대황1길  100 , 대황1리회관",-,148,37,2,1,-,아니오,아니오,아니오
성주군,35.9037599,128.265397,대황2리마을회관,공공시설,경상북도 성주군 성주읍 대황길 138,-,135,33,2,1,-,아니오,아니오,아니오
성주군,35.908033,128.274957,대황3리마을회관,공공시설,"경상북도 성주군 성주읍 대황3길  121 , 대황3리마을회관",-,100,25,2,1,-,아니오,아니오,아니오
성주군,35.8965835,128.2821125,성산1리마을회관,공공시설,경상북도 성주군 성주읍 성산1길 25,-,69,17,2,1,-,아니오,아니오,아니오
예천군,36.6568843,128.4527962,예천읍행정복지센터,공공시설,경상북도 예천군 예천읍 군청앞길 2,-,200,50,15,4,-,아니오,아니오,아니오
상주시,36.4174,128.1691,동문동행정복지센터,공공시설,경상북도 상주시  복룡2길  23   (복룡동),-,402,122,3,3,-,아니오,아니오,아니오
예천군,36.5481235,128.3899185,지보면사무소,공공시설,경상북도 예천군 지보면 지보로 126-5,-,100,25,7,3,-,아니오,아니오,아니오
예천군,36.6086705,128.2774053,용궁면사무소,공공시설,경상북도 예천군 용궁면 읍부1길 45,-,580,116,6,1,-,아니오,아니오,아니오
예천군,36.690236,128.411047,용문면사무소,공공시설,경상북도 예천군 용문면 금당실길 54,-,638,159,5,5,-,아니오,아니오,아니오
경산시,35.827514,128.725943,서부2동행정복지센터,공공시설,"경상북도 경산시 옥산동 경산로44길  7 , 서부2동 주민센터 (옥산동)",-,1858,100,2,2,-,예,예,아니오
고령군,35.74993,128.359943,성산면사무소,공공시설,경상북도 고령군 성산면 성산로 897,-,504.6,20,1,1,-,아니오,아니오,아니오
울진군,37.0518477,129.3510395,소곡보건진료소,공공시설,경상북도 울진군 북면박금소야로 456,-,129,10,1,1,-,아니오,아니오,아니오
봉화군,37.0486824,129.0652075,석포면사무소,공공시설,경상북도 봉화군 석포면 석포리 373-21,-,200,50,10,5,-,아니오,아니오,아니오
울진군,36.9621661,129.3950955,근남면복지회관,공공시설,경상북도 울진군 근남면울진북로 135,-,209,52,3,1,-,아니오,아니오,아니오
청도군,35.6232498,128.5845825,흑석2리,특정계층이용시설,경상북도 청도군 풍각면 안국길 37,-,166,41,2,1,-,아니오,아니오,아니오
성주군,35.878516,128.33498,유서2마을회관,공공시설,경상북도 성주군 선남면 유서리길  221,-,40,25,1,1,-,아니오,아니오,아니오
고령군,35.677972,128.342097,우곡면사무소,공공시설,경상북도 고령군 우곡면도진3길 21,-,618.9,25,1,1,-,아니오,아니오,아니오
예천군,36.7450705,128.4431839,은풍면사무소,공공시설,경상북도 예천군 은풍면 은풍로 88,-,638,159,1,2,-,아니오,아니오,아니오
청도군,35.6602274,128.5826969,성곡1리,특정계층이용시설,경상북도 청도군 풍각면 봉수길 442,-,78,19,2,2,-,아니오,아니오,아니오
청도군,35.6776226,128.5711446,성곡2리,특정계층이용시설,경상북도 청도군 풍각면 장기길 291,-,92,23,2,1,-,아니오,아니오,아니오
상주시,36.5691,128.1786,함창도농교류커뮤니티센터(3층),공공시설,경상북도 상주시 함창읍함창중앙로 130,-,495,150,2,6,-,아니오,아니오,아니오
상주시,36.5702,128.1795,함창읍행정복지센터,공공시설,경상북도 상주시 함창읍함창중앙로 135,-,200,61,3,12,-,아니오,아니오,아니오
청도군,35.6107908,128.5918593,월봉1리,특정계층이용시설,경상북도 청도군 풍각면 월봉길 334,-,89,22,2,1,-,아니오,아니오,아니오
성주군,35.835322,128.335684,상언2리마을회관,공공시설,경상북도 성주군 용암면 용정2길  20,-,82.64,33,1,1,-,아니오,아니오,아니오
상주시,36.3636,128.297,낙동동부출장소,공공시설,경상북도 상주시 낙동면 송계길 10,-,155,47,3,2,-,아니오,아니오,아니오
상주시,36.4264,128.2714,중동면행정복지센터,공공시설,경상북도 상주시 중동면 공산로 9,-,355,108,10,2,-,아니오,아니오,아니오
상주시,36.4454707,127.951384,화서면행정복지센터,공공시설,경상북도 상주시 화서면화령로 45,-,358,108,2,2,-,아니오,아니오,아니오
영주시,36.8159974,128.6035216,가흥1동주민자치센터,공공시설,경상북도 영주시 대동로13번길 9 (가흥동),-,646,80,0,2,-,아니오,아니오,아니오
영덕군,36.3453469,129.3624407,남정리경로당,특정계층이용시설,경상북도 영덕군 남정면 남정1길 35,-,155,47,3,2,-,아니오,아니오,아니오
경산시,35.837985,128.75857,조영2경로당,특정계층이용시설,경상북도 경산시 조영길 24,-,114,50,2,2,-,아니오,아니오,아니오
울진군,36.7111085,129.3427505,백암온천마을정보센터,공공시설,경상북도 울진군 온정면온정1길 46,-,69,50,2,1,-,아니오,아니오,아니오
영양군,36.66513,129.1166702,영의33경로당(남),특정계층이용시설,경상북도 영양군 영양읍 동서부길 15,-,98,24,2,1,-,-,-,아니오
영양군,36.6656464,129.1104385,북새경로당,특정계층이용시설,경상북도 영양군 영양읍 지역골길 9,-,128.25,32,3,1,-,-,-,아니오
고령군,35.708146,128.350161,개진면사무소,공공시설,경상북도 고령군 개진면 개경포로 589-9,-,705.65,20,1,1,-,아니오,아니오,아니오
영주시,36.7752021,128.5805232,반구마을회관,공공시설,경상북도 영주시 장수면 반구로 11,-,149,37,2,1,-,아니오,아니오,아니오
영주시,36.7834343,128.5904869,반구2리문화마을회관,공공시설,경상북도 영주시 장수면 장수로193번길 1,-,90,22,2,1,-,아니오,아니오,아니오
상주시,36.3749949,128.248163,낙동면행정복지센터,공공시설,경상북도 상주시 낙동면상촌1길 29,-,630,136,8,5,-,아니오,아니오,아니오
상주시,36.3749,128.2492,낙동면민회관,공공시설,경상북도 상주시 낙동면 삼봉로 421,-,626,190,6,9,-,아니오,아니오,아니오
상주시,36.412209,128.067001,내서면행정복지센터,공공시설,경상북도 상주시 내서면 신촌2길 10-5,-,758,230,6,6,-,아니오,아니오,아니오
상주시,36.4663,128.2087,사벌국면행정복지센터,공공시설,경상북도 상주시 사벌국면 덕담1길 39,-,304,92,5,3,-,아니오,아니오,아니오
포항시,36.0039028,129.3459634,연일대교교량하부,야외시설,경상북도 포항시 남구 형산강북로 167 (상도동),-,100,3,0,0,-,아니오,아니오,아니오
상주시,36.3387496,128.1304964,청리면행정복지센터,공공시설,경상북도 상주시 청리면원장1길 12,-,762,70,0,3,-,아니오,아니오,아니오
상주시,36.3424737,127.960112,모서면행정복지센터,공공시설,경상북도 상주시 모서면중화로 901,-,559,169,8,2,-,아니오,아니오,아니오
상주시,36.3068302,127.870995,모서서부출장소,공공시설,경상북도 상주시 모서면백화로 366-10,-,148,45,1,1,-,아니오,아니오,아니오
상주시,36.3200959,127.9594132,모동면행정복지센터,공공시설,경상북도 상주시 모동면 용호3길 5,-,145,44,10,3,-,아니오,아니오,아니오
상주시,36.4289163,128.157799,북문동행정복지센터,공공시설,경상북도 상주시  북천로  63   (만산동),-,182,55,10,2,-,아니오,아니오,아니오
구미시,36.1139614,128.3344001,형곡1동행정복지센터,공공시설,경상북도 구미시 경은로 52,-,277.78,69,10,2,-,아니오,아니오,아니오
영주시,36.875926,128.5255296,새마을회관(서부3리),공공시설,경상북도 영주시 풍기읍 금계로 39-4,-,67.2,20,4,1,-,아니오,아니오,아니오
영주시,36.8703219,128.5263557,성내2리마을회관,공공시설,경상북도 영주시 풍기읍 기주로 88-6,-,140,30,4,1,-,아니오,아니오,아니오
성주군,35.9225854,128.2881689,예산4리마을회관,공공시설,경상북도 성주군 성주읍 성주읍3길 49-13,-,54,13,1,1,-,아니오,아니오,아니오
성주군,35.9345049,128.260738,용산1리마을회관,공공시설,경상북도 성주군 성주읍 용산1길 23-2,-,114,28,0,1,-,아니오,아니오,아니오
성주군,35.936508,128.249199,용산2리마을회관,공공시설,"경상북도 성주군 성주읍 성주로  2804 , 용산2리노인회관",-,85,21,0,1,-,아니오,아니오,아니오
성주군,35.901275,128.293113,성산2리마을회관,공공시설,"경상북도 성주군 성주읍 성산2길  94 , 성산2리마을회관",-,108,27,2,1,-,아니오,아니오,아니오
영덕군,36.3736051,129.3871445,금호1리,공공시설,경상북도 영덕군 강구면 금호길 62-8,-,284,71,4,2,-,아니오,아니오,아니오
성주군,35.949041,128.294697,학산1리마을회관,공공시설,"경상북도 성주군 성주읍 학산길  183 , 학산1리경로회관",-,82,20,0,1,-,아니오,아니오,아니오
성주군,35.942194,128.3011,학산2리마을회관,공공시설,경상북도 성주군 성주읍 학산1길 1,-,74,18,3,1,-,아니오,아니오,아니오
성주군,35.94652,128.278493,금산1리마을회관,공공시설,경상북도 성주군 성주읍 성주금산1길 35,-,60,15,1,1,-,아니오,아니오,아니오
성주군,35.942568,128.280474,금산2리마을회관,공공시설,경상북도 성주군 성주읍 성주금산2길 22,-,87,22,3,1,-,아니오,아니오,아니오
성주군,35.933291,128.27746,금산3리마을회관,공공시설,경상북도 성주군 성주읍 성주금산3길 47-3,-,94,23,1,1,-,아니오,아니오,아니오
성주군,35.923404,128.285293,예산1리마을회관,공공시설,경상북도 성주군 성주읍 예산3길 21,-,89,22,2,1,-,아니오,아니오,아니오
성주군,35.9264364,128.2892901,예산2리마을회관,공공시설,경상북도 성주군 성주읍 예산2길 46,-,124,31,1,1,-,아니오,아니오,아니오
예천군,36.721115,128.526456,감천면사무소,공공시설,경상북도 예천군 감천면 충효로 1389 (감천면행정복지센터),-,476,119,5,3,-,아니오,아니오,아니오
예천군,36.510601,128.299021,풍양면사무소,공공시설,경상북도 예천군 풍양면 낙상2길 50 (풍양면행정복지센터),-,531,132,4,1,-,아니오,아니오,아니오
성주군,35.836609,128.336276,보건소,공공시설,경상북도 성주군 용암면 상성로 14,-,362,50,5,2,-,아니오,아니오,아니오
성주군,35.8007923,128.2659173,남은2리마을회관,공공시설,경상북도 성주군 수륜면 남작로1길 6,-,97,24,1,1,-,아니오,아니오,아니오
성주군,35.795547,128.166988,백운1리마을회관,공공시설,"경상북도 성주군 수륜면 덕운로  1350 , 백운1리마을회관",-,76,19,1,1,-,아니오,아니오,아니오
성주군,35.8323884,128.1920144,신파1리마을회관,공공시설,경상북도 성주군 수륜면 신파1길 14,-,97,24,1,1,-,아니오,아니오,아니오
성주군,35.831445,128.186965,적송1리마을회관,공공시설,경상북도 성주군 수륜면 적송1길  15,-,74,18,1,1,-,아니오,아니오,아니오
성주군,35.9959264,128.2729903,어산경로당,특정계층이용시설,경상북도 성주군 초전면 어인로 85,-,87,37,2,1,-,아니오,아니오,아니오
성주군,35.9158973,128.3025402,성산6리마을회관,공공시설,경상북도 성주군 성주읍 성산9길 62-16,-,85,25,0,1,-,아니오,아니오,아니오
