emd_code,sido_name,sigungu_name,emd_name,center_lat,center_lon,grid_nx,grid_ny,announce_time,temperature,humidity,feels_like,risk_tier
4777025000,경상북도,영덕군,영덕읍,36.433029172150405,129.38987475936284,102,103,20260823T01:00,22.7,97.0,25.8,양호
4777036000,경상북도,영덕군,영해면,36.53293674281494,129.37280208284133,102,105,20260823T01:00,22.7,98.0,25.8,양호
4777034000,경상북도,영덕군,지품면,36.45637625680843,129.24848456998143,100,104,20260823T01:00,21.6,100.0,24.8,양호
4777034500,경상북도,영덕군,지품면원전출장소,36.48498113246829,129.19198574671069,99,104,20260823T01:00,21.6,100.0,24.8,양호
4777038000,경상북도,영덕군,창수면,36.60017610986662,129.28549726498738,100,107,20260823T01:00,20.8,99.0,23.9,양호
4777035000,경상북도,영덕군,축산면,36.48949847538708,129.3768793185886,102,104,20260823T01:00,22.7,97.0,25.8,양호
4777035500,경상북도,영덕군,축산면축산출장소,36.5056449684787,129.44200539474505,103,105,20260823T01:00,22.7,98.0,25.8,양호
4776035000,경상북도,영양군,석보면,36.55779782697145,129.1682093145443,98,106,20260823T01:00,21.8,100.0,25.0,양호
4776034000,경상북도,영양군,수비면,36.77848514864302,129.2348666588195,99,111,20260823T01:00,20.8,99.0,23.9,양호
4776025000,경상북도,영양군,영양읍,36.636933264066954,129.15837171694994,98,108,20260823T01:00,20.8,99.0,23.9,양호
4776033000,경상북도,영양군,일월면,36.759279247688994,129.12097617092172,97,110,20260823T01:00,20.8,99.0,23.9,양호
4776031000,경상북도,영양군,입암면,36.59952540915462,129.06302695366983,96,107,20260823T01:00,21.8,100.0,25.0,양호
4776032000,경상북도,영양군,청기면,36.722152979044395,129.03591457347278,96,109,20260823T01:00,20.8,99.0,23.9,양호
4776032500,경상북도,영양군,청기면당동출장소,36.722152979044395,129.03591457347278,96,109,20260823T01:00,20.8,99.0,23.9,양호
4776032600,경상북도,영양군,청기면당리출장소,36.75787991979178,129.0535871510907,96,110,20260823T01:00,20.8,99.0,23.9,양호
4721062000,경상북도,영주시,가흥1동,36.80232423919442,128.60463876681743,88,111,20260823T01:00,22.4,99.0,25.6,양호
4721063000,경상북도,영주시,가흥2동,36.84223732828075,128.6048425388929,88,112,20260823T01:00,22.4,99.0,25.6,양호
4721038000,경상북도,영주시,단산면,36.960869954031516,128.593378498312,88,114,20260823T01:00,21.5,99.0,24.7,양호
4721033000,경상북도,영주시,문수면,36.747434007679765,128.62603022360116,89,110,20260823T01:00,22.4,99.0,25.6,양호
4721036000,경상북도,영주시,봉현면,36.81923112099701,128.50017330202732,86,111,20260823T01:00,20.8,97.0,23.8,양호
4721039000,경상북도,영주시,부석면,36.98078113776437,128.6562453565454,89,115,20260823T01:00,21.5,99.0,24.7,양호
4721051000,경상북도,영주시,상망동,36.85595319792683,128.62731739947398,89,112,20260823T01:00,22.4,99.0,25.6,양호
4721037000,경상북도,영주시,순흥면,36.927936851128145,128.55300420875022,87,113,20260823T01:00,21.5,99.0,24.7,양호
4721035000,경상북도,영주시,안정면,36.84270668741236,128.55719526890257,87,112,20260823T01:00,22.0,100.0,25.3,양호
4721055000,경상북도,영주시,영주1동,36.82899624859178,128.6201713222618,89,111,20260823T01:00,22.4,99.0,25.6,양호
4721056000,경상북도,영주시,영주2동,36.82312724446049,128.61833662154706,89,111,20260823T01:00,22.4,99.0,25.6,양호
4721031000,경상북도,영주시,이산면,36.813302391103974,128.6996525992941,90,111,20260823T01:00,22.4,99.0,25.6,양호
4721034000,경상북도,영주시,장수면,36.781245424397895,128.55842359507605,88,110,20260823T01:00,22.4,99.0,25.6,양호
4721032000,경상북도,영주시,평은면,36.74875119565413,128.70683513045006,90,110,20260823T01:00,22.4,99.0,25.6,양호
4721025000,경상북도,영주시,풍기읍,36.907809669276894,128.48777999872894,86,113,20260823T01:00,21.5,99.0,24.7,양호
4721052500,경상북도,영주시,하망동,36.822378735567035,128.63643364503056,89,111,20260823T01:00,22.4,99.0,25.6,양호
4721059000,경상북도,영주시,휴천1동,36.811476179723186,128.6509472952192,89,111,20260823T01:00,22.4,99.0,25.6,양호
4721060000,경상북도,영주시,휴천2동,36.810384430410565,128.62276999504073,89,111,20260823T01:00,22.4,99.0,25.6,양호
4721061000,경상북도,영주시,휴천3동,36.79525638321485,128.64286992217967,89,111,20260823T01:00,22.4,99.0,25.6,양호
4723038000,경상북도,영천시,고경면,35.97865272108214,129.04208335864362,97,93,20260823T01:00,23.2,100.0,26.5,양호
4723025000,경상북도,영천시,금호읍,35.9238049327181,128.8916330490974,94,92,20260823T01:00,23.2,100.0,26.5,양호
4723055500,경상북도,영천시,남부동,35.92416910570833,128.95964899257538,95,92,20260823T01:00,23.2,100.0,26.5,양호
4723040000,경상북도,영천시,대창면,35.86531871529239,128.9227729563214,95,91,20260823T01:00,23.2,99.0,26.4,양호
4723051000,경상북도,영천시,동부동,35.99176224698681,128.95089857773442,95,93,20260823T01:00,23.2,100.0,26.5,양호
4723039000,경상북도,영천시,북안면,35.894750744645,129.00075652965842,96,91,20260823T01:00,23.2,100.0,26.5,양호
4723053500,경상북도,영천시,서부동,35.97257066967616,128.89838877396477,94,93,20260823T01:00,23.2,100.0,26.5,양호
4723032000,경상북도,영천시,신녕면,36.05756013261287,128.7615093101847,92,95,20260823T01:00,23.2,100.0,26.5,양호
4723054000,경상북도,영천시,완산동,35.96118796083153,128.95347714754826,95,93,20260823T01:00,23.2,100.0,26.5,양호
4723037000,경상북도,영천시,임고면,36.04434637052017,129.05101184170024,97,95,20260823T01:00,22.9,97.0,26.0,양호
4723036000,경상북도,영천시,자양면,36.10912283848031,129.03733133980307,96,96,20260823T01:00,22.9,97.0,26.0,양호
4723052000,경상북도,영천시,중앙동,36.001320597076784,128.92740918067622,95,94,20260823T01:00,23.2,100.0,26.5,양호
4723031000,경상북도,영천시,청통면,35.982475496927215,128.835339496011,93,93,20260823T01:00,23.0,96.0,26.0,양호
4723035000,경상북도,영천시,화남면,36.08319650660523,128.87798910968215,94,95,20260823T01:00,23.2,100.0,26.5,양호
4723034000,경상북도,영천시,화북면,36.128163321182456,128.94827143823665,95,96,20260823T01:00,21.4,100.0,24.6,양호
4723033000,경상북도,영천시,화산면,36.04896820971332,128.8444880300872,93,95,20260823T01:00,23.2,100.0,26.5,양호
4790034000,경상북도,예천군,감천면,36.73067502208272,128.52126483325756,87,109,20260823T01:00,22.9,98.0,26.1,양호
4790039000,경상북도,예천군,개포면,36.61216852005318,128.36920133731988,84,106,20260823T01:00,22.5,92.0,25.2,양호
4790035000,경상북도,예천군,보문면,36.680869299339946,128.54525043030273,87,108,20260823T01:00,22.9,98.0,26.1,양호
4790032000,경상북도,예천군,상리면,36.79664183121481,128.42201234071229,85,111,20260823T01:00,20.8,97.0,23.8,양호
4790025000,경상북도,예천군,예천읍,36.66194830139905,128.4493944701261,86,108,20260823T01:00,22.9,98.0,26.1,양호
4790038000,경상북도,예천군,용궁면,36.61042603330642,128.2960413394739,83,106,20260823T01:00,22.5,92.0,25.2,양호
4790031000,경상북도,예천군,용문면,36.707099474016424,128.40578236841625,85,109,20260823T01:00,22.0,100.0,25.3,양호
4790037000,경상북도,예천군,유천면,36.653227899330474,128.37692365370057,84,107,20260823T01:00,22.5,92.0,25.2,양호
4790043000,경상북도,예천군,은풍면,36.745964697507844,128.43675159071756,85,109,20260823T01:00,22.0,100.0,25.3,양호
4790040000,경상북도,예천군,지보면,36.549307820832105,128.38765858737216,85,105,20260823T01:00,22.5,92.0,25.2,양호
4790041000,경상북도,예천군,풍양면,36.5107217789249,128.30412060112806,83,104,20260823T01:00,22.5,92.0,25.2,양호
4790033000,경상북도,예천군,하리면,36.745964697507844,128.43675159071756,85,109,20260823T01:00,22.0,100.0,25.3,양호
4790036000,경상북도,예천군,호명면,36.60941119975736,128.47615612029063,86,106,20260823T01:00,22.3,100.0,25.6,양호
4790025300,경상북도,예천군,호명읍,36.60904246184463,128.47605083921596,86,106,20260823T01:00,22.3,100.0,25.6,양호
4790042000,경상북도,예천군,효자면,36.79664183121481,128.42201234071229,85,111,20260823T01:00,20.8,97.0,23.8,양호
4794032000,경상북도,울릉군,북면,37.5273191810516,130.85682467357296,126,128,20260823T01:00,26.0,93.0,28.9,양호
4794031000,경상북도,울릉군,서면,37.493045784571365,130.83141845856716,126,128,20260823T01:00,26.0,93.0,28.9,양호
4794031500,경상북도,울릉군,서면태하출장소,37.512280488571776,130.80100089740424,126,128,20260823T01:00,26.0,93.0,28.9,양호
4794025000,경상북도,울릉군,울릉읍,37.49466903147385,130.88832267704458,127,128,20260823T01:00,26.0,93.0,28.9,양호
4793033000,경상북도,울진군,근남면,36.941526049328225,129.3422217576433,101,114,20260823T01:00,22.2,96.0,25.2,양호
4793039000,경상북도,울진군,금강송면,36.94652217255262,129.2075868046409,99,114,20260823T01:00,22.2,96.0,25.2,양호
4793035000,경상북도,울진군,기성면,36.808753704475244,129.40552811541096,102,111,20260823T01:00,22.0,98.0,25.1,양호
4793040000,경상북도,울진군,매화면,36.86275482773483,129.35466404447737,101,113,20260823T01:00,22.2,96.0,25.2,양호
4793031000,경상북도,울진군,북면,37.06958661703922,129.3110776730113,100,117,20260823T01:00,22.2,96.0,25.2,양호
4793031500,경상북도,울진군,북면하당출장소,37.040077661885086,129.32167583541548,101,116,20260823T01:00,22.3,99.0,25.5,양호
4793032000,경상북도,울진군,서면,36.94652217255262,129.2075868046409,99,114,20260823T01:00,22.2,96.0,25.2,양호
4793036000,경상북도,울진군,온정면,36.717819107261505,129.35641245191027,101,109,20260823T01:00,22.0,98.0,25.1,양호
4793025000,경상북도,울진군,울진읍,37.00135017738027,129.3564416823006,101,116,20260823T01:00,22.3,99.0,25.5,양호
4793034000,경상북도,울진군,원남면,36.86275482773483,129.35466404447737,101,113,20260823T01:00,22.2,96.0,25.2,양호
4793037000,경상북도,울진군,죽변면,37.05459305962354,129.38880925789223,102,117,20260823T01:00,23.8,92.0,26.6,양호
4793025300,경상북도,울진군,평해읍,36.72611302502396,129.44655896115958,103,110,20260823T01:00,23.6,96.0,26.6,양호
4793038000,경상북도,울진군,후포면,36.67497760011361,129.4211893353986,103,109,20260823T01:00,23.6,96.0,26.6,양호
4773036000,경상북도,의성군,가음면,36.230076955590114,128.72813447383552,91,98,20260823T01:00,22.9,100.0,26.2,양호
4773040000,경상북도,의성군,구천면,36.32816578276195,128.42050595280367,85,100,20260823T01:00,23.1,98.0,26.3,양호
4773037000,경상북도,의성군,금성면,36.2608764884519,128.6857049411814,90,99,20260823T01:00,22.9,100.0,26.2,양호
4773044000,경상북도,의성군,다인면,36.46902687673882,128.36607131542854,84,103,20260823T01:00,22.5,99.0,25.7,양호
4773041000,경상북도,의성군,단밀면,36.36861859784988,128.36346334764966,84,101,20260823T01:00,22.5,99.0,25.7,양호
4773042000,경상북도,의성군,단북면,36.39413252889396,128.3939193623499,85,102,20260823T01:00,22.5,99.0,25.7,양호
4773031000,경상북도,의성군,단촌면,36.433691296553796,128.69020259072073,90,103,20260823T01:00,23.2,100.0,26.5,양호
4773038000,경상북도,의성군,봉양면,36.30612700320152,128.61109743383673,89,100,20260823T01:00,23.2,100.0,26.5,양호
4773039000,경상북도,의성군,비안면,36.33947470608115,128.51465127776208,87,101,20260823T01:00,22.5,99.0,25.7,양호
4773034000,경상북도,의성군,사곡면,36.30368313391359,128.79065492430638,92,100,20260823T01:00,22.7,95.0,25.6,양호
4773045000,경상북도,의성군,신평면,36.469824600865515,128.51744146071016,87,103,20260823T01:00,22.5,99.0,25.7,양호
4773043000,경상북도,의성군,안계면,36.395672435389955,128.46480102912878,86,102,20260823T01:00,22.5,99.0,25.7,양호
4773047000,경상북도,의성군,안사면,36.45298003339645,128.45699597777917,86,103,20260823T01:00,22.5,99.0,25.7,양호
4773046000,경상북도,의성군,안평면,36.38972032978669,128.5808543745524,88,102,20260823T01:00,23.2,100.0,26.5,양호
4773033000,경상북도,의성군,옥산면,36.37494564884364,128.83001164702947,93,102,20260823T01:00,21.4,100.0,24.6,양호
4773025000,경상북도,의성군,의성읍,36.350620531877645,128.7000809277888,90,101,20260823T01:00,23.2,100.0,26.5,양호
4773032000,경상북도,의성군,점곡면,36.40449654051101,128.765221656696,91,102,20260823T01:00,22.7,95.0,25.6,양호
4773035000,경상북도,의성군,춘산면,36.2381942458047,128.81839909844592,92,99,20260823T01:00,21.4,100.0,24.6,양호
4782031000,경상북도,청도군,각남면,35.62065660646249,128.66147115637565,90,85,20260823T01:00,24.0,100.0,27.3,양호
4782033000,경상북도,청도군,각북면,35.69062683318897,128.57228086844333,89,87,20260823T01:00,24.0,100.0,27.3,양호
4782036000,경상북도,청도군,금천면,35.69852674453062,128.90343487899113,94,87,20260823T01:00,23.3,98.0,26.5,양호
4782037000,경상북도,청도군,매전면,35.66518145018376,128.84711462693414,93,86,20260823T01:00,23.2,99.0,26.4,양호
4782035000,경상북도,청도군,운문면,35.726939423715464,128.9479150904074,95,88,20260823T01:00,23.2,99.0,26.4,양호
4782034000,경상북도,청도군,이서면,35.69228047704621,128.65377781099122,90,87,20260823T01:00,24.0,100.0,27.3,양호
4782012000,경상북도,청도군,청도읍,35.63488673114176,128.75897372020444,92,85,20260823T01:00,23.3,97.0,26.4,양호
4782025300,경상북도,청도군,청도읍,35.63488673114176,128.75897372020444,92,85,20260823T01:00,23.3,97.0,26.4,양호
4782025400,경상북도,청도군,청도읍유호출장소,35.57189800988516,128.7688238566887,92,84,20260823T01:00,24.0,100.0,27.3,양호
4782029100,경상북도,청도군,청도읍유호출장소,35.57189800988516,128.7688238566887,92,84,20260823T01:00,24.0,100.0,27.3,양호
4782032000,경상북도,청도군,풍각면,35.6359234419903,128.58277054012325,89,85,20260823T01:00,24.0,100.0,27.3,양호
4782025000,경상북도,청도군,화양읍,35.66673627985672,128.71362342885993,91,86,20260823T01:00,24.0,100.0,27.3,양호
4782025100,경상북도,청도군,화양읍남성현출장,35.69587169647763,128.71754623995284,91,87,20260823T01:00,24.0,100.0,27.3,양호
4782029000,경상북도,청도군,화양읍남성현출장,35.69587169647763,128.71754623995284,91,87,20260823T01:00,24.0,100.0,27.3,양호
4775032000,경상북도,청송군,부남면,36.295810086546226,129.14610910653295,98,100,20260823T01:00,21.6,100.0,24.8,양호
4775031000,경상북도,청송군,부동면,36.36485694019779,129.14501026585128,98,102,20260823T01:00,21.6,100.0,24.8,양호
4775031500,경상북도,청송군,부동면,36.36484777507824,129.1450212184598,98,102,20260823T01:00,21.6,100.0,24.8,양호
4775035000,경상북도,청송군,안덕면,36.31861278908804,128.97956872756967,95,100,20260823T01:00,21.4,100.0,24.6,양호
4775037000,경상북도,청송군,진보면,36.52221069911133,129.05480250383087,96,105,20260823T01:00,22.0,100.0,25.3,양호
4775025000,경상북도,청송군,청송읍,36.4195331075439,129.10224079957976,97,103,20260823T01:00,22.0,100.0,25.3,양호
4775036000,경상북도,청송군,파천면,36.440635301353005,129.00459731269234,96,103,20260823T01:00,22.0,100.0,25.3,양호
4775033000,경상북도,청송군,현동면,36.24957804128051,129.03190960354894,96,99,20260823T01:00,21.4,100.0,24.6,양호
4775034000,경상북도,청송군,현서면,36.23373196841585,128.93058784239767,94,99,20260823T01:00,21.4,100.0,24.6,양호
4785033000,경상북도,칠곡군,가산면,36.07520992483113,128.5159764384998,87,95,20260823T01:00,23.4,100.0,26.7,양호
4785037000,경상북도,칠곡군,기산면,35.978952906181505,128.36017463730417,85,93,20260823T01:00,25.1,100.0,28.5,양호
4785032000,경상북도,칠곡군,동명면,36.004678984666086,128.56212661156138,88,93,20260823T01:00,25.2,84.0,27.5,양호
4785035000,경상북도,칠곡군,북삼면,36.06006269833768,128.34674429811915,84,94,20260823T01:00,23.4,100.0,26.7,양호
4785025300,경상북도,칠곡군,북삼읍,36.06006269833768,128.34674429811915,84,94,20260823T01:00,23.4,100.0,26.7,양호
4785034000,경상북도,칠곡군,석적면,36.0497667211675,128.44566327655565,86,94,20260823T01:00,23.4,100.0,26.7,양호
4785025600,경상북도,칠곡군,석적읍,36.0497667211675,128.44566327655565,86,94,20260823T01:00,23.4,100.0,26.7,양호
4785036000,경상북도,칠곡군,약목면,36.026146153561896,128.35689163663574,84,94,20260823T01:00,23.4,100.0,26.7,양호
4785025000,경상북도,칠곡군,왜관읍,35.956086847232584,128.41177794606676,85,92,20260823T01:00,24.1,96.0,27.2,양호
4785031000,경상북도,칠곡군,지천면,35.96634570101019,128.4827067656791,87,93,20260823T01:00,23.4,100.0,26.7,양호
4711125000,경상북도,포항시 남구,구룡포읍,35.98433308402129,129.52888855306435,105,94,20260823T01:00,25.1,96.0,28.2,양호
4711134000,경상북도,포항시 남구,대보면,36.05647879996344,129.55081036179106,105,95,20260823T01:00,25.3,98.0,28.5,양호
4711131000,경상북도,포항시 남구,대송면,35.94136966039738,129.34937335583604,102,93,20260823T01:00,23.4,96.0,26.4,양호
4711159000,경상북도,포항시 남구,대이동,36.02550446659812,129.3380771671182,102,94,20260823T01:00,26.5,86.0,28.9,양호
4711132000,경상북도,포항시 남구,동해면,36.00421072710092,129.48681970452535,104,94,20260823T01:00,25.1,96.0,28.2,양호
4711151000,경상북도,포항시 남구,상대1동,35.18423720432122,128.1137143787205,81,75,20260823T01:00,24.0,96.0,27.1,양호
4711152000,경상북도,포항시 남구,상대2동,35.18423720432122,128.1137143787205,81,75,20260823T01:00,24.0,96.0,27.1,양호
4711152500,경상북도,포항시 남구,상대동,36.014783576494985,129.35929821587308,102,94,20260823T01:00,26.5,86.0,28.9,양호
4711155000,경상북도,포항시 남구,송도동,36.03684935900738,129.3750221608877,102,95,20260823T01:00,26.5,86.0,28.9,양호
4711125300,경상북도,포항시 남구,연일읍,36.010192483593194,129.30759844205247,101,94,20260823T01:00,26.5,86.0,28.9,양호
4711125600,경상북도,포항시 남구,오천읍,35.92270191966549,129.3915071949035,103,92,20260823T01:00,23.4,96.0,26.4,양호
4711133000,경상북도,포항시 남구,장기면,35.907818789637425,129.47546438420855,104,92,20260823T01:00,23.4,96.0,26.4,양호
4711157000,경상북도,포항시 남구,제철동,35.9977642874625,129.38355875179604,103,94,20260823T01:00,26.5,86.0,28.9,양호
4711156000,경상북도,포항시 남구,청림동,35.992379976728415,129.4155986802452,103,94,20260823T01:00,26.5,86.0,28.9,양호
4711153000,경상북도,포항시 남구,해도1동,36.02038720194583,129.37283434452132,102,94,20260823T01:00,26.5,86.0,28.9,양호
4711154000,경상북도,포항시 남구,해도2동,36.02038720194583,129.37283434452132,102,94,20260823T01:00,26.5,86.0,28.9,양호
4711154500,경상북도,포항시 남구,해도동,36.02038720194583,129.37283434452132,102,94,20260823T01:00,26.5,86.0,28.9,양호
4711135000,경상북도,포항시 남구,호미곶면,36.05647879996344,129.55081036179106,105,95,20260823T01:00,25.3,98.0,28.5,양호
4711158000,경상북도,포항시 남구,효곡동,36.02005753990453,129.3216832592579,101,94,20260823T01:00,26.5,86.0,28.9,양호
4711334000,경상북도,포항시 북구,기계면,36.08518542856252,129.17023688538285,99,96,20260823T01:00,24.1,94.0,27.0,양호
4711336000,경상북도,포항시 북구,기북면,36.15447282942809,129.18429945293056,99,97,20260823T01:00,22.9,97.0,26.0,양호
4711369000,경상북도,포항시 북구,두호동,36.063923945062875,129.39137462065779,103,95,20260823T01:00,26.5,86.0,28.9,양호
4711333000,경상북도,포항시 북구,송라면,36.24317407802666,129.34504272670515,102,99,20260823T01:00,24.1,98.0,27.3,양호
4711331000,경상북도,포항시 북구,신광면,36.146382607530576,129.25795950438402,100,97,20260823T01:00,22.9,97.0,26.0,양호
4711363000,경상북도,포항시 북구,양학동,36.03220228390555,129.34511364755784,102,95,20260823T01:00,26.5,86.0,28.9,양호
4711366500,경상북도,포항시 북구,용흥동,36.03956884421618,129.35084620718132,102,95,20260823T01:00,26.5,86.0,28.9,양호
4711368000,경상북도,포항시 북구,우창동,36.063655481915895,129.35782763564748,102,95,20260823T01:00,26.5,86.0,28.9,양호
4711370000,경상북도,포항시 북구,장량동,36.081036907569775,129.38598778514856,103,96,20260823T01:00,26.5,86.0,28.9,양호
4711364000,경상북도,포항시 북구,죽도1동,36.025492820211994,129.3581294574904,102,94,20260823T01:00,26.5,86.0,28.9,양호
4711365000,경상북도,포항시 북구,죽도2동,36.025492820211994,129.3581294574904,102,94,20260823T01:00,26.5,86.0,28.9,양호
4711365500,경상북도,포항시 북구,죽도동,36.025492820211994,129.3581294574904,102,94,20260823T01:00,26.5,86.0,28.9,양호
4711335000,경상북도,포항시 북구,죽장면,36.222444390086224,129.1609131926006,98,99,20260823T01:00,22.9,97.0,26.0,양호
4711335500,경상북도,포항시 북구,죽장면상옥출장소,36.01903169875714,129.34338615590855,102,94,20260823T01:00,26.5,86.0,28.9,양호
4711352000,경상북도,포항시 북구,중앙동,36.04630552870774,129.36693251699833,102,95,20260823T01:00,26.5,86.0,28.9,양호
4711332000,경상북도,포항시 북구,청하면,36.19702884436797,129.3180573613871,101,98,20260823T01:00,24.1,98.0,27.3,양호
4711356000,경상북도,포항시 북구,학산동,36.04630552870774,129.36693251699833,102,95,20260823T01:00,26.5,86.0,28.9,양호
4711371000,경상북도,포항시 북구,환여동,36.072496954145656,129.3998965805228,103,95,20260823T01:00,26.5,86.0,28.9,양호
4711325000,경상북도,포항시 북구,흥해읍,36.10514375508643,129.36045950784478,102,96,20260823T01:00,26.5,86.0,28.9,양호
