SERIAL	ADMCD	ADMNM	LAT	LON
4422	4793031000	경상북도 울진군 북면	37.0695866	129.3110777
4423	4793031500	경상북도 울진군 북면하당출장소	37.0400777	129.3216758
4424	4793032000	경상북도 울진군 서면	36.9465222	129.2075868
4425	4793033000	경상북도 울진군 근남면	36.9415260	129.3422218
4426	4793034000	경상북도 울진군 원남면	36.8627548	129.3546640
4427	4793035000	경상북도 울진군 기성면	36.8087537	129.4055281
4428	4793036000	경상북도 울진군 온정면	36.7178191	129.3564125
4429	4793037000	경상북도 울진군 죽변면	37.0545931	129.3888093
4430	4793038000	경상북도 울진군 후포면	36.6749776	129.4211893
4431	4793039000	경상북도 울진군 금강송면	36.9465222	129.2075868
4432	4793040000	경상북도 울진군 매화면	36.8627548	129.3546640
4433	4794000000	경상북도 울릉군	37.5050967	130.8569931
4434	4794025000	경상북도 울릉군 울릉읍	37.4946690	130.8883227
4435	4794031000	경상북도 울릉군 서면	37.4930458	130.8314185
4436	4794031500	경상북도 울릉군 서면태하출장소	37.5122805	130.8010009
4437	4794032000	경상북도 울릉군 북면	37.5273192	130.8568247
