region_code,sido,sigungu,gu,eupmyeondong,level,region_name,total_population,elderly_65_plus,elderly_65_ratio,elderly_75_plus,elderly_75_ratio,elderly_85_plus,elderly_85_ratio,child_0_14,child_0_14_ratio,working_15_64,working_15_64_ratio,aging_index,pop_0_9,ratio_0_9,pop_10_19,ratio_10_19,pop_20_29,ratio_20_29,pop_30_39,ratio_30_39,pop_40_49,ratio_40_49,pop_50_59,ratio_50_59,pop_60_69,ratio_60_69,pop_70_79,ratio_70_79,pop_80_plus,ratio_80_plus,base_year
4715044000,경상북도,김천시,,대덕면,eupmyeondong,대덕면,2054,1039,50.58,503,24.49,187,9.1,130.0,6.33,885.0,43.09,799.2,27.0,1.31,272.0,13.24,44.0,2.14,80.0,3.89,110.0,5.36,249.0,12.12,530.0,25.8,414.0,20.16,328.0,15.97,2026
4715045000,경상북도,김천시,,증산면,eupmyeondong,증산면,940,536,57.02,234,24.89,100,10.64,18.0,1.91,386.0,41.06,2977.8,10.0,1.06,23.0,2.45,18.0,1.91,23.0,2.45,53.0,5.64,142.0,15.11,316.0,33.62,203.0,21.6,152.0,16.17,2026
4715051500,경상북도,김천시,,용암동,eupmyeondong,용암면,3446,1696,49.22,667,19.36,203,5.89,87.0,2.52,1663.0,48.26,1949.4,47.0,1.36,87.0,2.52,99.0,2.87,178.0,5.17,257.0,7.46,590.0,17.12,1052.0,30.53,751.0,21.79,385.0,11.17,2026
4715051600,경상북도,김천시,,자산동,eupmyeondong,자산동,5613,2515,44.81,1111,19.79,313,5.58,227.0,4.04,2871.0,51.15,1107.9,120.0,2.14,251.0,4.47,375.0,6.68,423.0,7.54,543.0,9.67,882.0,15.71,1271.0,22.64,1121.0,19.97,627.0,11.17,2026
4715053500,경상북도,김천시,,성남동,eupmyeondong,김천시 성남동,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4715053600,경상북도,김천시,,평화남산동,eupmyeondong,평화남산동,6667,2769,41.53,1273,19.09,376,5.64,247.0,3.7,3651.0,54.76,1121.1,128.0,1.92,326.0,4.89,517.0,7.75,570.0,8.55,708.0,10.62,997.0,14.95,1448.0,21.72,1209.0,18.13,764.0,11.46,2026
4715054000,경상북도,김천시,,평화동,eupmyeondong,평화남산동,6667,2769,41.53,1273,19.09,376,5.64,247.0,3.7,3651.0,54.76,1121.1,128.0,1.92,326.0,4.89,517.0,7.75,570.0,8.55,708.0,10.62,997.0,14.95,1448.0,21.72,1209.0,18.13,764.0,11.46,2026
4715056500,경상북도,김천시,,양금동,eupmyeondong,양금동,3283,1636,49.83,799,24.34,232,7.07,131.0,3.99,1516.0,46.18,1248.9,53.0,1.61,162.0,4.93,176.0,5.36,147.0,4.48,250.0,7.61,526.0,16.02,768.0,23.39,735.0,22.39,466.0,14.19,2026
4715057500,경상북도,김천시,,대신동,eupmyeondong,대신동,22843,4606,20.16,1816,7.95,563,2.46,2204.0,9.65,16033.0,70.19,209.0,1088.0,4.76,2620.0,11.47,2778.0,12.16,2397.0,10.49,3099.0,13.57,4398.0,19.25,3489.0,15.27,1914.0,8.38,1060.0,4.64,2026
4715059500,경상북도,김천시,,대곡동,eupmyeondong,대곡동,20237,5168,25.54,2019,9.98,594,2.94,2064.0,10.2,13005.0,64.26,250.4,1191.0,5.89,2363.0,11.68,1555.0,7.68,1972.0,9.74,2659.0,13.14,3599.0,17.78,3537.0,17.48,2220.0,10.97,1141.0,5.64,2026
4715061000,경상북도,김천시,,지좌동,eupmyeondong,지좌동,10274,2352,22.89,897,8.73,208,2.02,927.0,9.02,6995.0,68.08,253.7,507.0,4.93,916.0,8.92,1027.0,10.0,1221.0,11.88,1446.0,14.07,1926.0,18.75,1731.0,16.85,1022.0,9.95,478.0,4.65,2026
4715064000,경상북도,김천시,,율곡동,eupmyeondong,율곡동,23407,1496,6.39,420,1.79,97,0.41,5213.0,22.27,16698.0,71.34,28.7,3061.0,13.08,3587.0,15.32,2027.0,8.66,3975.0,16.98,5204.0,22.23,3151.0,13.46,1598.0,6.83,582.0,2.49,222.0,0.95,2026
4717000000,경상북도,안동시,,,sigungu,안동시,151584,46698,30.81,20694,13.65,6446,4.25,12925.0,8.53,91961.0,60.67,361.3,6968.0,4.6,13045.0,8.61,14806.0,9.77,13988.0,9.23,18037.0,11.9,25133.0,16.58,27621.0,18.22,19415.0,12.81,12571.0,8.29,2026
4717025000,경상북도,안동시,,풍산읍,eupmyeondong,풍산읍,7967,3023,37.94,1439,18.06,487,6.11,543.0,6.82,4401.0,55.24,556.7,326.0,4.09,463.0,5.81,510.0,6.4,775.0,9.73,775.0,9.73,1320.0,16.57,1635.0,20.52,1266.0,15.89,897.0,11.26,2026
4717031000,경상북도,안동시,,와룡면,eupmyeondong,와룡면,3585,1963,54.76,981,27.36,372,10.38,85.0,2.37,1537.0,42.87,2309.4,46.0,1.28,123.0,3.43,167.0,4.66,153.0,4.27,186.0,5.19,538.0,15.01,952.0,26.56,791.0,22.06,629.0,17.55,2026
4717032000,경상북도,안동시,,북후면,eupmyeondong,북후면,2697,1431,53.06,724,26.84,293,10.86,59.0,2.19,1207.0,44.75,2425.4,23.0,0.85,70.0,2.6,67.0,2.48,122.0,4.52,202.0,7.49,460.0,17.06,716.0,26.55,536.0,19.87,501.0,18.58,2026
4717033000,경상북도,안동시,,서후면,eupmyeondong,서후면,3698,1644,44.46,744,20.12,269,7.27,89.0,2.41,1965.0,53.14,1847.2,48.0,1.3,204.0,5.52,443.0,11.98,211.0,5.71,271.0,7.33,523.0,14.14,845.0,22.85,678.0,18.33,475.0,12.84,2026
4717034000,경상북도,안동시,,풍천면,eupmyeondong,풍천면,7604,1955,25.71,927,12.19,307,4.04,774.0,10.18,4875.0,64.11,252.6,562.0,7.39,425.0,5.59,764.0,10.05,1447.0,19.03,992.0,13.05,970.0,12.76,1069.0,14.06,776.0,10.21,599.0,7.88,2026
4717034500,경상북도,안동시,,풍천면어담출장소,eupmyeondong,안동시 풍천면어담출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4717035000,경상북도,안동시,,일직면,eupmyeondong,일직면,2328,1338,57.47,708,30.41,238,10.22,47.0,2.02,943.0,40.51,2846.8,17.0,0.73,76.0,3.26,67.0,2.88,72.0,3.09,134.0,5.76,332.0,14.26,651.0,27.96,560.0,24.05,419.0,18.0,2026
4717036000,경상북도,안동시,,남후면,eupmyeondong,남후면,1573,917,58.3,486,30.9,194,12.33,37.0,2.35,619.0,39.35,2478.4,19.0,1.21,43.0,2.73,46.0,2.92,57.0,3.62,107.0,6.8,204.0,12.97,417.0,26.51,349.0,22.19,331.0,21.04,2026
4717037000,경상북도,안동시,,남선면,eupmyeondong,남선면,1924,956,49.69,410,21.31,136,7.07,56.0,2.91,912.0,47.4,1707.1,34.0,1.77,55.0,2.86,90.0,4.68,97.0,5.04,120.0,6.24,324.0,16.84,561.0,29.16,375.0,19.49,268.0,13.93,2026
4717038000,경상북도,안동시,,임하면,eupmyeondong,임하면,2489,1349,54.2,615,24.71,227,9.12,58.0,2.33,1082.0,43.47,2325.9,31.0,1.25,73.0,2.93,85.0,3.42,94.0,3.78,170.0,6.83,410.0,16.47,659.0,26.48,553.0,22.22,414.0,16.63,2026
4717039000,경상북도,안동시,,길안면,eupmyeondong,길안면,2489,1425,57.25,687,27.6,239,9.6,35.0,1.41,1029.0,41.34,4071.4,17.0,0.68,58.0,2.33,57.0,2.29,91.0,3.66,128.0,5.14,343.0,13.78,801.0,32.18,533.0,21.41,461.0,18.52,2026
4717040000,경상북도,안동시,,임동면,eupmyeondong,임동면,1522,913,59.99,425,27.92,152,9.99,31.0,2.04,578.0,37.98,2945.2,17.0,1.12,35.0,2.3,44.0,2.89,36.0,2.37,85.0,5.58,229.0,15.05,448.0,29.43,338.0,22.21,290.0,19.05,2026
4717041000,경상북도,안동시,,예안면,eupmyeondong,예안면,1600,962,60.12,445,27.81,149,9.31,33.0,2.06,605.0,37.81,2915.2,18.0,1.12,36.0,2.25,37.0,2.31,46.0,2.88,61.0,3.81,215.0,13.44,507.0,31.69,401.0,25.06,279.0,17.44,2026
4717041500,경상북도,안동시,,예안면삼계출장소,eupmyeondong,안동시 예안면삼계출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4717042000,경상북도,안동시,,도산면,eupmyeondong,도산면,1333,826,61.97,408,30.61,133,9.98,14.0,1.05,493.0,36.98,5900.0,3.0,0.23,32.0,2.4,34.0,2.55,37.0,2.78,53.0,3.98,191.0,14.33,393.0,29.48,330.0,24.76,260.0,19.5,2026
4717042500,경상북도,안동시,,도산면서부출장소,eupmyeondong,안동시 도산면서부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4717043000,경상북도,안동시,,녹전면,eupmyeondong,녹전면,1519,927,61.03,450,29.62,167,10.99,37.0,2.44,555.0,36.54,2505.4,17.0,1.12,42.0,2.76,29.0,1.91,42.0,2.76,86.0,5.66,185.0,12.18,453.0,29.82,361.0,23.77,304.0,20.01,2026
4717051000,경상북도,안동시,,중구동,eupmyeondong,중구동,4828,1675,34.69,841,17.42,227,4.7,250.0,5.18,2903.0,60.13,670.0,142.0,2.94,320.0,6.63,612.0,12.68,463.0,9.59,507.0,10.5,742.0,15.37,776.0,16.07,773.0,16.01,493.0,10.21,2026
4717052000,경상북도,안동시,,명륜동,eupmyeondong,명륜동,4575,1580,34.54,688,15.04,187,4.09,283.0,6.19,2712.0,59.28,558.3,137.0,2.99,341.0,7.45,368.0,8.04,363.0,7.93,516.0,11.28,803.0,17.55,978.0,21.38,650.0,14.21,419.0,9.16,2026
4717055500,경상북도,안동시,,용상동,eupmyeondong,용상동,24634,4826,19.59,2009,8.16,557,2.26,2693.0,10.93,17115.0,69.48,179.2,1511.0,6.13,2930.0,11.89,4071.0,16.53,2607.0,10.58,3260.0,13.23,3843.0,15.6,3192.0,12.96,2079.0,8.44,1141.0,4.63,2026
4717058500,경상북도,안동시,,서구동,eupmyeondong,서구동,8078,2689,33.29,1233,15.26,348,4.31,691.0,8.55,4698.0,58.16,389.1,286.0,3.54,832.0,10.3,684.0,8.47,549.0,6.8,1036.0,12.82,1345.0,16.65,1437.0,17.79,1198.0,14.83,711.0,8.8,2026
4717060000,경상북도,안동시,,태화동,eupmyeondong,태화동,11780,3689,31.32,1612,13.68,394,3.34,979.0,8.31,7112.0,60.37,376.8,538.0,4.57,852.0,7.23,996.0,8.46,1096.0,9.3,1592.0,13.51,1971.0,16.73,2169.0,18.41,1648.0,13.99,918.0,7.79,2026
4717061000,경상북도,안동시,,법상동,eupmyeondong,안동시 법상동,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4717062000,경상북도,안동시,,평화동,eupmyeondong,평화동,5741,2016,35.12,884,15.4,240,4.18,403.0,7.02,3322.0,57.86,500.2,174.0,3.03,453.0,7.89,477.0,8.31,469.0,8.17,657.0,11.44,1005.0,17.51,1100.0,19.16,901.0,15.69,505.0,8.8,2026
4717063000,경상북도,안동시,,안기동,eupmyeondong,안기동,5670,1926,33.97,773,13.63,191,3.37,395.0,6.97,3349.0,59.07,487.6,210.0,3.7,415.0,7.32,470.0,8.29,481.0,8.48,631.0,11.13,1003.0,17.69,1213.0,21.39,825.0,14.55,422.0,7.44,2026
4717065000,경상북도,안동시,,옥동,eupmyeondong,옥동,19538,4126,21.12,1528,7.82,457,2.34,2244.0,11.49,13168.0,67.4,183.9,1096.0,5.61,2342.0,11.99,2128.0,10.89,1935.0,9.9,2867.0,14.67,3540.0,18.12,3081.0,15.77,1676.0,8.58,873.0,4.47,2026
4717066000,경상북도,안동시,,송하동,eupmyeondong,송하동,14468,2962,20.47,1052,7.27,306,2.12,1776.0,12.28,9730.0,67.25,166.8,1006.0,6.95,1528.0,10.56,1442.0,9.97,1701.0,11.76,2063.0,14.26,2618.0,18.1,2346.0,16.22,1157.0,8.0,607.0,4.2,2026
4717069000,경상북도,안동시,,강남동,eupmyeondong,강남동,9944,1580,15.89,625,6.29,176,1.77,1313.0,13.2,7051.0,70.91,120.3,690.0,6.94,1297.0,13.04,1118.0,11.24,1044.0,10.5,1538.0,15.47,2019.0,20.3,1222.0,12.29,661.0,6.65,355.0,3.57,2026
4719000000,경상북도,구미시,,,sigungu,구미시,402691,60464,15.01,19942,4.95,5710,1.42,49026.0,12.17,293201.0,72.81,123.3,26293.0,6.53,44664.0,11.09,42455.0,10.54,57050.0,14.17,69428.0,17.24,71734.0,17.81,55997.0,13.91,23808.0,5.91,11262.0,2.8,2026
4719025000,경상북도,구미시,,선산읍,eupmyeondong,선산읍,12992,4660,35.87,1918,14.76,647,4.98,869.0,6.69,7463.0,57.44,536.2,421.0,3.24,939.0,7.23,786.0,6.05,870.0,6.7,1419.0,10.92,2419.0,18.62,3036.0,23.37,1901.0,14.63,1201.0,9.24,2026
4719025300,경상북도,구미시,,고아읍,eupmyeondong,고아읍,40186,6919,17.22,2212,5.5,737,1.83,5549.0,13.81,27718.0,68.97,124.7,3225.0,8.03,4206.0,10.47,3187.0,7.93,5099.0,12.69,6051.0,15.06,7584.0,18.87,7008.0,17.44,2467.0,6.14,1359.0,3.38,2026
4719025600,경상북도,구미시,,산동읍,eupmyeondong,산동읍,30980,1613,5.21,510,1.65,187,0.6,7826.0,25.26,21541.0,69.53,20.6,4859.0,15.68,4710.0,15.2,1762.0,5.69,6575.0,21.22,7577.0,24.46,2974.0,9.6,1594.0,5.15,603.0,1.95,326.0,1.05,2026
4719031000,경상북도,구미시,,무을면,eupmyeondong,무을면,1675,952,56.84,445,26.57,189,11.28,41.0,2.45,682.0,40.72,2322.0,22.0,1.31,36.0,2.15,50.0,2.99,53.0,3.16,87.0,5.19,241.0,14.39,499.0,29.79,391.0,23.34,296.0,17.67,2026
4719032000,경상북도,구미시,,옥성면,eupmyeondong,옥성면,1570,865,55.1,406,25.86,156,9.94,20.0,1.27,685.0,43.63,4325.0,8.0,0.51,25.0,1.59,54.0,3.44,50.0,3.18,98.0,6.24,247.0,15.73,465.0,29.62,363.0,23.12,260.0,16.56,2026
4719033000,경상북도,구미시,,도개면,eupmyeondong,도개면,1951,1052,53.92,518,26.55,199,10.2,48.0,2.46,851.0,43.62,2191.7,19.0,0.97,93.0,4.77,59.0,3.02,68.0,3.49,127.0,6.51,289.0,14.81,544.0,27.88,419.0,21.48,333.0,17.07,2026
4719034000,경상북도,구미시,,해평면,eupmyeondong,해평면,3521,1800,51.12,882,25.05,307,8.72,81.0,2.3,1640.0,46.58,2222.2,36.0,1.02,117.0,3.32,143.0,4.06,144.0,4.09,240.0,6.82,612.0,17.38,932.0,26.47,738.0,20.96,559.0,15.88,2026
4719035000,경상북도,구미시,,산동면,eupmyeondong,산내면,3108,1864,59.97,823,26.48,238,7.66,50.0,1.61,1194.0,38.42,3728.0,25.0,0.8,59.0,1.9,68.0,2.19,100.0,3.22,161.0,5.18,402.0,12.93,1022.0,32.88,779.0,25.06,492.0,15.83,2026
4719036000,경상북도,구미시,,장천면,eupmyeondong,장천면,2654,1251,47.14,578,21.78,192,7.23,85.0,3.2,1318.0,49.66,1471.8,34.0,1.28,127.0,4.79,117.0,4.41,126.0,4.75,217.0,8.18,452.0,17.03,708.0,26.68,522.0,19.67,351.0,13.23,2026
4719051000,경상북도,구미시,,송정동,eupmyeondong,송정동,22877,4633,20.25,1366,5.97,296,1.29,2036.0,8.9,16208.0,70.85,227.6,1070.0,4.68,2028.0,8.86,2569.0,11.23,3043.0,13.3,3305.0,14.45,4178.0,18.26,4024.0,17.59,1990.0,8.7,670.0,2.93,2026
4719052000,경상북도,구미시,,원평1동,eupmyeondong,원평동,9420,1955,20.75,729,7.74,175,1.86,1035.0,10.99,6430.0,68.26,188.9,739.0,7.85,577.0,6.13,691.0,7.34,1632.0,17.32,1573.0,16.7,1528.0,16.22,1426.0,15.14,867.0,9.2,387.0,4.11,2026
4719053000,경상북도,구미시,,원평2동,eupmyeondong,원평동,9420,1955,20.75,729,7.74,175,1.86,1035.0,10.99,6430.0,68.26,188.9,739.0,7.85,577.0,6.13,691.0,7.34,1632.0,17.32,1573.0,16.7,1528.0,16.22,1426.0,15.14,867.0,9.2,387.0,4.11,2026
4719053500,경상북도,구미시,,원평동,eupmyeondong,원평동,9420,1955,20.75,729,7.74,175,1.86,1035.0,10.99,6430.0,68.26,188.9,739.0,7.85,577.0,6.13,691.0,7.34,1632.0,17.32,1573.0,16.7,1528.0,16.22,1426.0,15.14,867.0,9.2,387.0,4.11,2026
4719055100,경상북도,구미시,,도량동,eupmyeondong,도량동,25786,5393,20.91,1617,6.27,435,1.69,2646.0,10.26,17747.0,68.82,203.8,1249.0,4.84,2789.0,10.82,2272.0,8.81,2498.0,9.69,3781.0,14.66,5223.0,20.26,4941.0,19.16,2164.0,8.39,869.0,3.37,2026
4719055500,경상북도,구미시,,지산동,eupmyeondong,지산동,1766,743,42.07,256,14.5,63,3.57,63.0,3.57,960.0,54.36,1179.4,30.0,1.7,64.0,3.62,118.0,6.68,106.0,6.0,150.0,8.49,319.0,18.06,508.0,28.77,338.0,19.14,133.0,7.53,2026
4719056500,경상북도,구미시,,선주원남동,eupmyeondong,선주원남동,35630,5293,14.86,1482,4.16,374,1.05,3944.0,11.07,26393.0,74.08,134.2,1762.0,4.95,4674.0,13.12,4358.0,12.23,3705.0,10.4,5799.0,16.28,7017.0,19.69,5476.0,15.37,2075.0,5.82,764.0,2.14,2026
4719058200,경상북도,구미시,,형곡1동,eupmyeondong,형곡1동,12163,2519,20.71,774,6.36,163,1.34,1126.0,9.26,8518.0,70.03,223.7,511.0,4.2,1266.0,10.41,1213.0,9.97,1220.0,10.03,1691.0,13.9,2507.0,20.61,2320.0,19.07,1068.0,8.78,367.0,3.02,2026
4719058300,경상북도,구미시,,형곡2동,eupmyeondong,형곡2동,14479,2981,20.59,784,5.41,184,1.27,940.0,6.49,10558.0,72.92,317.1,406.0,2.8,1269.0,8.76,1664.0,11.49,1566.0,10.82,1827.0,12.62,3178.0,21.95,3017.0,20.84,1150.0,7.94,402.0,2.78,2026
4719059000,경상북도,구미시,,신평1동,eupmyeondong,신평1동,4547,837,18.41,317,6.97,84,1.85,313.0,6.88,3397.0,74.71,267.4,216.0,4.75,215.0,4.73,801.0,17.62,846.0,18.61,547.0,12.03,719.0,15.81,670.0,14.73,358.0,7.87,175.0,3.85,2026
4719060000,경상북도,구미시,,신평2동,eupmyeondong,신평2동,2774,571,20.58,216,7.79,66,2.38,275.0,9.91,1928.0,69.5,207.6,178.0,6.42,184.0,6.63,268.0,9.66,465.0,16.76,372.0,13.41,494.0,17.81,462.0,16.65,228.0,8.22,123.0,4.43,2026
4719061000,경상북도,구미시,,비산동,eupmyeondong,비산동,13418,1341,9.99,347,2.59,78,0.58,1934.0,14.41,10143.0,75.59,69.3,1238.0,9.23,1275.0,9.5,1371.0,10.22,2580.0,19.23,2341.0,17.45,2307.0,17.19,1662.0,12.39,449.0,3.35,195.0,1.45,2026
4719062100,경상북도,구미시,,공단1동,eupmyeondong,공단동,3980,397,9.97,80,2.01,9,0.23,504.0,12.66,3079.0,77.36,78.8,293.0,7.36,336.0,8.44,498.0,12.51,811.0,20.38,731.0,18.37,652.0,16.38,477.0,11.98,153.0,3.84,29.0,0.73,2026
4719062200,경상북도,구미시,,공단2동,eupmyeondong,공단동,3980,397,9.97,80,2.01,9,0.23,504.0,12.66,3079.0,77.36,78.8,293.0,7.36,336.0,8.44,498.0,12.51,811.0,20.38,731.0,18.37,652.0,16.38,477.0,11.98,153.0,3.84,29.0,0.73,2026
4719063000,경상북도,구미시,,광평동,eupmyeondong,광평동,3923,691,17.61,239,6.09,51,1.3,279.0,7.11,2953.0,75.27,247.7,134.0,3.42,315.0,8.03,513.0,13.08,510.0,13.0,634.0,16.16,772.0,19.68,631.0,16.08,285.0,7.26,129.0,3.29,2026
4719064500,경상북도,구미시,,상모사곡동,eupmyeondong,상모사곡동,29726,3020,10.16,862,2.9,236,0.79,3314.0,11.15,23392.0,78.69,91.1,1713.0,5.76,3309.0,11.13,3810.0,12.82,4065.0,13.67,4903.0,16.49,6610.0,22.24,3757.0,12.64,1100.0,3.7,459.0,1.54,2026
4719066000,경상북도,구미시,,임오동,eupmyeondong,임오동,16506,1658,10.04,460,2.79,123,0.75,2194.0,13.29,12654.0,76.66,75.6,1037.0,6.28,2249.0,13.63,1639.0,9.93,2058.0,12.47,3241.0,19.64,3411.0,20.67,2032.0,12.31,589.0,3.57,250.0,1.51,2026
4719067000,경상북도,구미시,,인동동,eupmyeondong,인동동,46230,5085,11.0,1587,3.43,394,0.85,5066.0,10.96,36079.0,78.04,100.4,2467.0,5.34,5514.0,11.93,5397.0,11.67,7365.0,15.93,9277.0,20.07,8211.0,17.76,5182.0,11.21,1939.0,4.19,878.0,1.9,2026
4719068000,경상북도,구미시,,진미동,eupmyeondong,진미동,16022,1188,7.41,359,2.24,86,0.54,909.0,5.67,13925.0,86.91,130.7,488.0,3.05,991.0,6.19,2816.0,17.58,4482.0,27.97,3158.0,19.71,2172.0,13.56,1240.0,7.74,484.0,3.02,191.0,1.19,2026
4719069000,경상북도,구미시,,양포동,eupmyeondong,양포동,47915,3047,6.36,998,2.08,279,0.58,7929.0,16.55,36939.0,77.09,38.4,4138.0,8.64,7356.0,15.35,6299.0,13.15,7113.0,14.85,10282.0,21.46,7618.0,15.9,3386.0,7.07,1167.0,2.44,556.0,1.16,2026
4719070000,경상북도,구미시,,공단동,eupmyeondong,공단동,3980,397,9.97,80,2.01,9,0.23,504.0,12.66,3079.0,77.36,78.8,293.0,7.36,336.0,8.44,498.0,12.51,811.0,20.38,731.0,18.37,652.0,16.38,477.0,11.98,153.0,3.84,29.0,0.73,2026
4721000000,경상북도,영주시,,,sigungu,영주시,96345,33315,34.58,14828,15.39,4642,4.82,7584.0,7.87,55446.0,57.55,439.3,3932.0,4.08,8421.0,8.74,7511.0,7.8,7400.0,7.68,10697.0,11.1,16315.0,16.93,18936.0,19.65,14206.0,14.74,8927.0,9.27,2026
4721025000,경상북도,영주시,,풍기읍,eupmyeondong,풍기읍,9874,4112,41.64,1828,18.51,587,5.94,560.0,5.67,5202.0,52.68,734.3,276.0,2.8,895.0,9.06,661.0,6.69,555.0,5.62,850.0,8.61,1525.0,15.44,2261.0,22.9,1742.0,17.64,1109.0,11.23,2026
4721031000,경상북도,영주시,,이산면,eupmyeondong,이산면,2078,1059,50.96,472,22.71,194,9.34,56.0,2.69,963.0,46.34,1891.1,25.0,1.2,78.0,3.75,81.0,3.9,98.0,4.72,121.0,5.82,330.0,15.88,644.0,30.99,387.0,18.62,314.0,15.11,2026
4721032000,경상북도,영주시,,평은면,eupmyeondong,평은면,1320,767,58.11,397,30.08,154,11.67,25.0,1.89,528.0,40.0,3068.0,13.0,0.98,39.0,2.95,29.0,2.2,41.0,3.11,70.0,5.3,197.0,14.92,361.0,27.35,317.0,24.02,253.0,19.17,2026
4721033000,경상북도,영주시,,문수면,eupmyeondong,문수면,1818,953,52.42,444,24.42,167,9.19,62.0,3.41,803.0,44.17,1537.1,41.0,2.26,59.0,3.25,67.0,3.69,99.0,5.45,106.0,5.83,278.0,15.29,501.0,27.56,353.0,19.42,314.0,17.27,2026
4721034000,경상북도,영주시,,장수면,eupmyeondong,장수면,1947,1051,53.98,511,26.25,197,10.12,60.0,3.08,836.0,42.94,1751.7,33.0,1.69,63.0,3.24,95.0,4.88,105.0,5.39,128.0,6.57,248.0,12.74,511.0,26.25,415.0,21.31,349.0,17.93,2026
4721035000,경상북도,영주시,,안정면,eupmyeondong,안정면,2715,1511,55.65,754,27.77,288,10.61,95.0,3.5,1109.0,40.85,1590.5,51.0,1.88,90.0,3.31,96.0,3.54,124.0,4.57,164.0,6.04,393.0,14.48,691.0,25.45,607.0,22.36,499.0,18.38,2026
4721036000,경상북도,영주시,,봉현면,eupmyeondong,봉현면,2436,1237,50.78,514,21.1,164,6.73,90.0,3.69,1109.0,45.53,1374.4,41.0,1.68,98.0,4.02,97.0,3.98,133.0,5.46,182.0,7.47,353.0,14.49,692.0,28.41,540.0,22.17,300.0,12.32,2026
4721037000,경상북도,영주시,,순흥면,eupmyeondong,순흥면,1804,1035,57.37,450,24.94,153,8.48,37.0,2.05,732.0,40.58,2797.3,15.0,0.83,47.0,2.61,76.0,4.21,63.0,3.49,86.0,4.77,250.0,13.86,551.0,30.54,435.0,24.11,281.0,15.58,2026
4721038000,경상북도,영주시,,단산면,eupmyeondong,단산면,1672,967,57.83,470,28.11,174,10.41,29.0,1.73,676.0,40.43,3334.5,12.0,0.72,41.0,2.45,58.0,3.47,70.0,4.19,79.0,4.72,215.0,12.86,495.0,29.61,413.0,24.7,289.0,17.28,2026
4721039000,경상북도,영주시,,부석면,eupmyeondong,부석면,2692,1569,58.28,714,26.52,241,8.95,68.0,2.53,1055.0,39.19,2307.4,36.0,1.34,72.0,2.67,82.0,3.05,89.0,3.31,154.0,5.72,361.0,13.41,803.0,29.83,656.0,24.37,439.0,16.31,2026
4721051000,경상북도,영주시,,상망동,eupmyeondong,상망동,6740,2133,31.65,952,14.12,275,4.08,521.0,7.73,4086.0,60.62,409.4,247.0,3.66,662.0,9.82,530.0,7.86,437.0,6.48,736.0,10.92,1389.0,20.61,1222.0,18.13,937.0,13.9,580.0,8.61,2026
4721052500,경상북도,영주시,,하망동,eupmyeondong,하망동,5611,1877,33.45,884,15.75,260,4.63,437.0,7.79,3297.0,58.76,429.5,199.0,3.55,694.0,12.37,374.0,6.67,350.0,6.24,614.0,10.94,1025.0,18.27,1004.0,17.89,827.0,14.74,524.0,9.34,2026
4721055000,경상북도,영주시,,영주1동,eupmyeondong,영주1동,3352,1472,43.91,684,20.41,183,5.46,174.0,5.19,1706.0,50.89,846.0,91.0,2.71,183.0,5.46,217.0,6.47,211.0,6.29,328.0,9.79,558.0,16.65,707.0,21.09,648.0,19.33,409.0,12.2,2026
4721056000,경상북도,영주시,,영주2동,eupmyeondong,영주2동,4333,1943,44.84,899,20.75,254,5.86,220.0,5.08,2170.0,50.08,883.2,107.0,2.47,253.0,5.84,239.0,5.52,246.0,5.68,429.0,9.9,682.0,15.74,985.0,22.73,863.0,19.92,529.0,12.21,2026
4721059000,경상북도,영주시,,휴천1동,eupmyeondong,휴천1동,6886,1581,22.96,698,10.14,194,2.82,799.0,11.6,4506.0,65.44,197.9,462.0,6.71,919.0,13.35,591.0,8.58,687.0,9.98,885.0,12.85,1259.0,18.28,961.0,13.96,747.0,10.85,375.0,5.45,2026
4721060000,경상북도,영주시,,휴천2동,eupmyeondong,휴천2동,9544,3248,34.03,1479,15.5,389,4.08,619.0,6.49,5677.0,59.48,524.7,318.0,3.33,752.0,7.88,1028.0,10.77,750.0,7.86,998.0,10.46,1562.0,16.37,1876.0,19.66,1430.0,14.98,830.0,8.7,2026
4721061000,경상북도,영주시,,휴천3동,eupmyeondong,휴천3동,6752,2300,34.06,918,13.6,249,3.69,448.0,6.64,4004.0,59.3,513.4,219.0,3.24,492.0,7.29,536.0,7.94,537.0,7.95,728.0,10.78,1261.0,18.68,1461.0,21.64,1005.0,14.88,513.0,7.6,2026
4721062000,경상북도,영주시,,가흥1동,eupmyeondong,가흥1동,14886,2220,14.91,811,5.45,219,1.47,2144.0,14.4,10522.0,70.68,103.5,1133.0,7.61,1957.0,13.15,1692.0,11.37,1742.0,11.7,2612.0,17.55,2642.0,17.75,1750.0,11.76,924.0,6.21,434.0,2.92,2026
