region_code,sido,sigungu,eupmyeondong,level,lat,lon
4790034000,경상북도,예천군,감천면,eupmyeondong,36.730675,128.521265
4790035000,경상북도,예천군,보문면,eupmyeondong,36.680869,128.54525
4790036000,경상북도,예천군,호명면,eupmyeondong,36.609411,128.476156
4790037000,경상북도,예천군,유천면,eupmyeondong,36.653228,128.376924
4790038000,경상북도,예천군,용궁면,eupmyeondong,36.610426,128.296041
4790039000,경상북도,예천군,개포면,eupmyeondong,36.612169,128.369201
4790040000,경상북도,예천군,지보면,eupmyeondong,36.549308,128.387659
4790041000,경상북도,예천군,풍양면,eupmyeondong,36.510722,128.304121
4790042000,경상북도,예천군,효자면,eupmyeondong,36.796642,128.422012
4790043000,경상북도,예천군,은풍면,eupmyeondong,36.745965,128.436752
4792000000,경상북도,봉화군,,sigungu,36.923294,128.901897
4792025000,경상북도,봉화군,봉화읍,eupmyeondong,36.889083,128.705113
4792031000,경상북도,봉화군,물야면,eupmyeondong,36.97519,128.747285
4792032000,경상북도,봉화군,봉성면,eupmyeondong,36.911733,128.809999
4792033000,경상북도,봉화군,법전면,eupmyeondong,36.908329,128.909009
4792034000,경상북도,봉화군,춘양면,eupmyeondong,37.002489,128.839482
4792035000,경상북도,봉화군,소천면,eupmyeondong,36.955503,129.020395
4792036000,경상북도,봉화군,재산면,eupmyeondong,36.812785,129.000101
4792037000,경상북도,봉화군,명호면,eupmyeondong,36.833716,128.884876
4792038000,경상북도,봉화군,상운면,eupmyeondong,36.840281,128.784308
4792039000,경상북도,봉화군,석포면,eupmyeondong,37.04468,129.064912
4793000000,경상북도,울진군,,sigungu,36.894792,129.284393
4793025000,경상북도,울진군,울진읍,eupmyeondong,37.00135,129.356442
4793025300,경상북도,울진군,평해읍,eupmyeondong,36.726113,129.446559
4793031000,경상북도,울진군,북면,eupmyeondong,37.069587,129.311078
4793031500,경상북도,울진군,북면하당출장소,eupmyeondong,37.040078,129.321676
4793032000,경상북도,울진군,서면,eupmyeondong,36.946522,129.207587
4793033000,경상북도,울진군,근남면,eupmyeondong,36.941526,129.342222
4793034000,경상북도,울진군,원남면,eupmyeondong,36.862755,129.354664
4793035000,경상북도,울진군,기성면,eupmyeondong,36.808754,129.405528
4793036000,경상북도,울진군,온정면,eupmyeondong,36.717819,129.356413
4793037000,경상북도,울진군,죽변면,eupmyeondong,37.054593,129.388809
4793038000,경상북도,울진군,후포면,eupmyeondong,36.674978,129.421189
4793039000,경상북도,울진군,금강송면,eupmyeondong,36.946522,129.207587
4793040000,경상북도,울진군,매화면,eupmyeondong,36.862755,129.354664
4794000000,경상북도,울릉군,,sigungu,37.505097,130.856993
4794025000,경상북도,울릉군,울릉읍,eupmyeondong,37.494669,130.888323
4794031000,경상북도,울릉군,서면,eupmyeondong,37.493046,130.831419
4794031500,경상북도,울릉군,서면태하출장소,eupmyeondong,37.512281,130.801001
4794032000,경상북도,울릉군,북면,eupmyeondong,37.527319,130.856825
